forest_risk_id,severity_id,fri,fti,sdr,WHP
1,3,-4.112711906,0.000460883,"Med, 41-55",166
2,4,-0.779246926,0.000230543,"Fast, 26-40",94
3,6,-2.752793074,0.001540137,"Fast, 0-25",895
4,10,-10.79020596,0.00415721,"Fast, 0-25",653
5,13,-3.194803953,0.000436614,"Slow, 26-40",1334
6,15,-67.95066071,0.016073609,"Fast, 26-40",1571
7,16,-4.268305302,0.00126798,"Med, 0-25",116
8,18,-1.278867841,0.000228868,"Slow, 0-25",477
9,21,-158.1266479,0.061220333,"Fast, 0-25",2358
10,22,-48.5063858,0.008133,"Med, 26-40",376
11,23,-74.02487946,0.007490807,"Fast, 56-74",1671
12,27,-13.46659756,0.001469914,"Med, 75+",133
13,28,-196.7495422,0.005382649,"Fast, 26-40",391
14,29,-9.187569618,0.001172563,"Med, 41-55",463
15,32,-101.8405991,0.018950289,"Med, 41-55",993
16,34,-2.007966042,0.00038199,"Med, 26-40",190
17,35,-10.2448864,0.001075508,"Slow, 41-55",499
18,36,-38.61483002,0.014597086,"Fast, 0-25",9907
19,38,-94.19508362,0.017334366,"Med, 26-40",3086
20,48,-97.0634613,0.011863122,"Fast, 41-55",1768
21,50,-6.242805481,0.002386914,"Fast, 0-25",4523
22,52,-34.12758255,0.013448046,"Fast, 0-25",462
23,53,-84.6158905,0.016728137,"Fast, 26-40",421
24,59,-27.76366234,0.003915929,"Fast, 0-25",1146
25,60,-13.00921822,0.00134931,"Slow, 0-25",317
26,62,-0.402381152,0.0000993,"Fast, 26-40",170
27,63,-64.63346863,0.007425193,"Med, 56-74",711
28,66,-125.9403,0.012742447,"Fast, 56-74",692
29,68,-84.33660126,0.01146229,"Slow, 26-40",1345
30,71,-14.2713356,0.005473076,"Fast, 0-25",11240
31,72,-92.30609894,0.012629802,"Slow, 26-40",560
32,74,-14.55245781,0.002579355,"Slow, 0-25",1370
33,77,-34.04116058,0.004352213,"Med, 0-25",367
34,82,-44.00673676,0.005685634,"Med, 41-55",224
35,83,-387.2851563,0.0417707,"Med, 26-40",1106
36,84,-62.34259033,0.017447386,"Med, 0-25",15086
37,85,-29.160923,0.005786751,"Fast, 26-40",277
38,89,-96.10668182,0.011745888,"Slow, 26-40",511
39,91,-3.302456856,0.00130134,"Fast, 0-25",1496
40,92,-8.116644859,0.002405228,"Med, 0-25",611
41,94,-25.61898994,0.006138543,"Fast, 0-25",1640
42,98,-43.0256424,0.005498736,"Med, 41-55",8149
43,101,-1.898969889,0.001199005,"Fast, 0-25",147
44,103,-39.49656677,0.005572686,"Fast, 0-25",335
45,105,-16.8407402,0.002452624,"Slow, 26-40",1242
46,107,-51.17879868,0.00492732,"Slow, 56-74",2751
47,108,-234.8369904,0.0237437,"Fast, 56-74",575
48,109,-0.488860846,0.0000624,"Med, 41-55",90
49,111,-48.68729782,0.009544797,"Fast, 26-40",1821
50,113,-8.367149353,0.001206655,"Slow, 26-40",410
51,114,-0.739152372,0.000138797,"Med, 26-40",1521
52,116,-917.7468872,0.091392443,"Slow, 56-74",6614
53,119,-3.002491951,0.000504538,"Slow, 0-25",1715
54,121,-3.929179907,0.000648249,"Med, 26-40",301
55,123,-75.66716003,0.016774837,"Fast, 0-25",2361
56,126,-6.093662262,0.000887452,"Slow, 26-40",1296
57,129,-2.507678032,0.000606553,"Med, 0-25",951
58,131,-133.4745636,0.02369833,"Slow, 0-25",948
59,132,-4.171289444,0.002746787,"Med, 0-25",767
60,133,-678.8243408,0.063636683,"Fast/Slow, 75+",3063
61,135,-4.549932957,0.000793914,"Med, 26-40",326
62,137,-2.253519058,0.000693315,"Med, 26-40",39
63,142,-3.301204443,0.000480772,"Slow, 26-40",960
64,146,-211.8330994,0.0226197,"Med, 41-55",608
65,147,-17.70961761,0.005258432,"Med, 0-25",554
66,150,-5.935905457,0.000823985,"Slow, 41-55",395
67,151,-22.25440407,0.004853696,"Fast, 0-25",6887
68,152,-7.286249161,0.000806005,"Fast, 56-74",116
69,153,-0.15251793,0.0000286,"Med, 26-40",57
70,154,-1.121222615,0.000455958,"Fast, 0-25",185
71,156,-95.44145203,0.018565863,"Fast, 26-40",878
72,157,-53.51597977,0.009399391,"Slow, 0-25",1836
73,158,-340.6961975,0.009273381,"Fast, 26-40",1900
74,164,-0.632585883,0.000194218,"Med, 0-25",272
75,165,-34.55636215,0.003969888,"Med, 56-74",182
76,169,-228.315567,0.02361333,"Slow, 41-55",871
77,174,-20.69893837,0.002828954,"Slow, 26-40",1650
78,176,-7.210807323,0.000729381,"Slow, 41-55",84
79,180,-23.37385368,0.004620893,"Fast, 26-40",6284
80,182,-75.80008698,0.00761737,"Fast, 56-74",570
81,183,-2.229601622,0.000286497,"Med, 41-55",139
82,186,-0.423035264,0.0000548,"Med, 26-40",70
83,188,-9.368000984,0.002042893,"Fast, 0-25",3940
84,189,-96.96320343,0.009492853,"Slow, 56-74",499
85,191,-139.4139404,0.014553305,"Slow, 41-55",1068
86,193,-28.33431625,0.008413172,"Med, 0-25",276
87,195,-8.272641182,0.001064802,"Fast, 41-55",652
88,196,-18.70969391,0.002422173,"Med, 41-55",611
89,198,-4.574893475,0.000630579,"Slow, 26-40",2149
90,199,-337.4747925,0.059912141,"Slow, 0-25",2698
91,200,-576.048584,0.063211851,"Slow, 41-55",176
92,201,-12.93491268,0.003931599,"Med, 0-25",344
93,207,-7.990715027,0.000883406,"Fast, 56-74",132
94,208,-1.186294794,0.000534284,"Fast, 0-25",1214
95,209,-5.213050365,0.002001269,"Fast, 0-25",2403
96,213,-5.691431522,0.000566772,"Slow, 56-74",24
97,215,-32.63227081,0.005731436,"Slow, 0-25",1612
98,216,-6.273806572,0.000582619,"Slow, 26-40",78
99,217,-433.8166504,0.069789998,"Fast, 26-40",287
100,218,-71.37821198,0.009702929,"Slow, 26-40",1646
101,219,-7.45792532,0.000964751,"Slow, 26-40",2245
102,222,-7.500646114,0.002876508,"Fast, 0-25",5177
103,224,-370.2181702,0.056076422,"Fast, 26-40",560
104,230,-12.67713642,0.001607411,"Med, 41-55",3284
105,231,-63.47505951,0.007257436,"Slow, 41-55",545
106,232,-45.92729568,0.006284858,"Slow, 26-40",7995
107,238,-11.26325226,0.002227868,"Fast, 0-25",571
108,239,-10.71888351,0.002601964,"Med, 26-40",1839
109,241,-54.77773666,0.005543279,"Fast, 56-74",971
110,242,-128.6203156,0.020411447,"Med, 0-25",665
111,243,-21.91142654,0.012255974,"Fast, 0-25",137
112,245,-98.77762604,0.012439502,"Fast, 41-55",317
113,246,-67.37800598,0.025468051,"Fast, 0-25",1575
114,247,-7.190148354,0.004748198,"Fast, 0-25",1220
115,256,-1.401677012,0.000190751,"Slow, 26-40",1267
116,263,-7.212961197,0.000997858,"Fast, 41-55",504
117,265,-164.3309631,0.018415086,"Slow, 41-55",1432
118,266,-113.2075424,0.020455863,"Slow, 26-40",420
119,270,-23.29754448,0.008975989,"Fast, 0-25",1196
120,271,-18.87884521,0.00196832,"Slow, 41-55",1001
121,273,-5.022907734,0.001213462,"Fast, 26-40",22
122,277,-8.061214447,0.001043792,"Slow, 26-40",1805
123,278,-40.30155945,0.007155832,"Slow, 0-25",198
124,280,-349.578064,0.035602946,"Med, 56-74",1225
125,281,-10.83819866,0.001977772,"Med, 26-40",811
126,282,-9.714364052,0.001116092,"Med, 41-55",217
127,283,-259.8768921,0.077163994,"Med, 0-25",329
128,284,-364.7294312,0.035474777,"Fast/Slow, 75+",636
129,285,-219.3718262,0.021809269,"Slow, 56-74",508
130,289,-2.294279337,0.000439619,"Fast, 26-40",1533
131,290,-5.77607584,0.000795183,"Slow, 26-40",1747
132,291,-57.57743835,0.007879224,"Slow, 26-40",442
133,293,-87.38514709,0.021833645,"Fast, 26-40",124
134,294,-16.35973358,0.001534152,"Fast/Slow, 75+",477
135,295,-36.4350853,0.003544162,"Slow, 56-74",1643
136,297,-30.37813377,0.003902508,"Med, 41-55",1205
137,300,-20.56626892,0.004065848,"Fast, 26-40",379
138,301,-0.043717153,0.0000106,"Fast, 26-40",82
139,303,-37.95085144,0.007438564,"Fast, 26-40",668
140,304,-4.252952576,0.000796655,"Med, 26-40",85
141,306,-296.885437,0.040627487,"Slow, 26-40",558
142,308,-2.95821929,0.000910122,"Med, 0-25",233
143,309,-3.887881517,0.001190411,"Med, 0-25",88
144,310,-24.18722534,0.004335081,"Med, 26-40",146
145,311,-98.07329559,0.009479904,"Fast/Slow, 75+",1856
146,312,-74.83360291,0.009541467,"Fast, 41-55",1752
147,313,-74.36830139,0.004168399,"Med, 0-25",199
148,314,-15.57239819,0.004623837,"Med, 0-25",935
149,315,-8.681492805,0.001630198,"Slow, 26-40",939
150,316,-0.142570347,0.000026,"Med, 26-40",217
151,317,-228.2314911,0.031232493,"Fast, 26-40",480
152,318,-13.23251724,0.001318071,"Slow, 56-74",154
153,319,-261.638855,0.027059706,"Med, 56-74",296
154,321,-0.203339219,0.0000382,"Med, 26-40",14
155,322,-8.918839455,0.002392949,"Med, 0-25",305
156,323,-2.432369471,0.000279888,"Med, 56-74",73
157,325,-21.30374146,0.004213873,"Fast, 26-40",8248
158,326,-0.078411683,0.0000492,"Fast, 0-25",53
159,330,-58.60683441,0.007431117,"Med, 41-55",3933
160,333,-8.013466835,0.001528239,"Slow, 0-25",7458
161,335,-62.37065506,0.008538406,"Slow, 26-40",683
162,337,-217.3210754,0.039657086,"Med, 0-25",2384
163,340,-5.756664276,0.002229685,"Fast, 0-25",3512
164,342,-4.81140089,0.000774411,"Med, 26-40",563
165,343,-2.033878803,0.000381919,"Med, 41-55",462
166,346,-1.946028948,0.000347797,"Slow, 0-25",2233
167,348,-2.870394707,0.000395162,"Slow, 26-40",1019
168,351,-0.670546651,0.000205873,"Med, 0-25",63
169,353,-7.591888428,0.001500878,"Fast, 26-40",1516
170,355,-9.596523285,0.001128528,"Fast, 41-55",2303
171,356,-72.64318085,0.00789233,"Slow, 41-55",447
172,360,-1181.630371,0.23161526,"Fast, 26-40",351
173,361,-5.02406311,0.000644675,"Med, 41-55",417
174,362,-18.24005318,0.002071005,"Med, 41-55",253
175,363,-5.349714756,0.000952142,"Med, 26-40",1550
176,366,-25.09373665,0.004669391,"Med, 26-40",2558
177,370,-10.15631676,0.002007853,"Fast, 26-40",6463
178,371,-93.32858276,0.01657334,"Slow, 0-25",1062
179,375,-28.68279839,0.010966762,"Fast, 0-25",412
180,382,-1.47675848,0.000213315,"Slow, 26-40",572
181,386,-15.38595963,0.003044173,"Fast, 26-40",1790
182,387,-1.181783319,0.000152112,"Med, 41-55",207
183,388,-366.2244873,0.039779615,"Slow, 41-55",523
184,391,-17.95285416,0.002194041,"Fast, 41-55",1075
185,392,-432.6885986,0.042361278,"Fast, 56-74",1415
186,393,-98.44864655,0.009803903,"Slow, 56-74",439
187,397,-0.949499726,0.000292122,"Med, 0-25",158
188,399,-80.00092316,0.008282929,"Slow, 41-55",172
189,402,-223.4243469,0.044169869,"Fast, 26-40",5043
190,409,-1.799152493,0.000195766,"Slow, 41-55",743
191,411,-44.75361633,0.00486736,"Fast, 26-40",1033
192,412,-369.6428833,0.080968648,"Slow, 0-25",455
193,418,-27.08817863,0.003279259,"Med, 41-55",1177
194,419,-21.65113068,0.003943837,"Med, 41-55",192
195,424,-2.410496235,0.000707396,"Med, 0-25",60
196,425,-28.50329971,0.00291498,"Slow, 41-55",352
197,426,-43.86667633,0.004125345,"Slow, 56-74",2277
198,429,-16.35925102,0.00626364,"Fast, 0-25",1163
199,436,-344.1297607,0.067454003,"Fast, 0-25",3297
200,438,-61.11650848,0.005882964,"Slow, 41-55",3556
201,440,-3.557828426,0.000371442,"Slow, 41-55",135
202,442,-25.9612236,0.003664498,"Med, 26-40",378
203,444,-62.54566956,0.012261183,"Fast, 26-40",5384
204,445,-31.34477425,0.003947386,"Fast, 41-55",382
205,446,-274.9816895,0.033838123,"Fast, 41-55",841
206,447,-4.415055752,0.000850462,"Slow, 0-25",1618
207,448,-9.381777763,0.000950086,"Slow, 41-55",1928
208,449,-73.96646881,0.009420893,"Med, 26-40",167
209,454,-3.711470842,0.000693809,"Slow, 41-55",547
210,456,-12.39953423,0.001381208,"Fast, 56-74",54
211,459,-3.718915939,0.001421914,"Fast, 0-25",2406
212,462,-3.620748758,0.000971457,"Med, 0-25",1290
213,463,-0.069683857,0.00000889,"Med, 41-55",79
214,467,-155.9445801,0.01599236,"Slow, 56-74",120
215,468,-325.1174316,0.033288173,"Med, 75+",631
216,469,-49.01622391,0.018741172,"Fast, 0-25",4188
217,471,-20.41481209,0.00393237,"Slow, 0-25",1244
218,476,-16.11509705,0.002876355,"Slow, 0-25",5510
219,478,-373.9212341,0.045706082,"Slow, 26-40",2390
220,479,-14.43721867,0.002102584,"Slow, 26-40",155
221,480,-2.079183102,0.000393741,"Med, 26-40",342
222,481,-61.36222458,0.007499518,"Fast, 41-55",2810
223,486,-4.7924366,0.001839797,"Fast, 0-25",2429
224,488,-1.527424335,0.000409812,"Med, 0-25",148
225,489,-256.0343323,0.02443875,"Slow, 56-74",2264
226,490,-3.64958334,0.000469751,"Med, 56-74",1151
227,491,-1.232552171,0.000207134,"Med, 0-25",358
228,495,-53.85830688,0.006107152,"Slow, 41-55",636
229,497,-210.3203125,0.039828986,"Med, 26-40",396
230,504,-1.560368538,0.000956294,"Slow, 0-25",1753
231,505,-33.99892426,0.004155051,"Fast, 41-55",402
232,506,-239.7774353,0.032812506,"Slow, 26-40",737
233,509,-57.14955902,0.007824,"Med, 26-40",729
234,512,-14.21882534,0.001552102,"Med, 75+",111
235,514,-0.586443722,0.000110306,"Med, 26-40",92
236,516,-0.550421655,0.000106071,"Slow, 0-25",427
237,519,-48.25029373,0.018504051,"Fast, 0-25",9141
238,520,-754.8607178,0.092264205,"Fast, 26-40",1991
239,521,-4.903513908,0.000860592,"Slow, 0-25",191
240,522,-16.76942825,0.006430345,"Fast, 0-25",1029
241,524,-3.35312891,0.000809853,"Med, 26-40",54
242,525,-76.60901642,0.006083157,"Slow, 0-25",2464
243,528,-49.26711273,0.009997319,"Fast, 0-25",163
244,529,-17.43874359,0.003245452,"Med, 26-40",479
245,530,-3.200729609,0.000977518,"Med, 0-25",363
246,533,-8.270418167,0.002455696,"Med, 0-25",317
247,534,-33.08692551,0.006485477,"Fast, 41-55",2433
248,535,-4.231835842,0.000530046,"Slow, 26-40",78
249,536,-13.48688412,0.002397107,"Slow, 0-25",1252
250,538,-51.70615768,0.019849787,"Fast, 0-25",4572
251,540,-783.9767456,0.079260595,"Fast, 41-55",335
252,542,-8.911564827,0.005293238,"Fast, 0-25",209
253,543,-44.03923798,0.004337396,"Slow, 56-74",726
254,544,-0.716889143,0.000198178,"Med, 0-25",203
255,545,-54.83717728,0.020727776,"Fast, 0-25",2444
256,546,-10.36646652,0.001428858,"Slow, 26-40",2450
257,547,-11.70971775,0.003245848,"Med, 0-25",172
258,548,-14.4191246,0.007803537,"Fast, 0-25",279
259,552,-1.882683992,0.001173574,"Fast, 0-25",93
260,556,-83.66812134,0.009085873,"Slow, 41-55",563
261,561,-2.122750282,0.00022969,"Slow, 41-55",536
262,562,-496.5849304,0.067960791,"Slow, 26-40",2261
263,566,-0.805387318,0.000243299,"Med, 0-25",809
264,567,-10.39274883,0.001051274,"Slow, 41-55",186
265,568,-34.25320053,0.00326466,"Slow, 56-74",816
266,569,-7.633259296,0.002927365,"Fast, 0-25",9275
267,571,-3.153281927,0.001990975,"Fast, 0-25",839
268,572,-0.035332419,0.0000225,"Fast, 0-25",24
269,573,-17.62935448,0.001641832,"Slow, 56-74",726
270,574,-115.1691971,0.020448223,"Slow, 0-25",646
271,575,-12.2764616,0.002255492,"Med, 26-40",1922
272,576,-10.442379,0.006202503,"Fast, 0-25",268
273,577,-0.188601449,0.000057,"Med, 0-25",42
274,578,-0.992028952,0.000294558,"Med, 0-25",335
275,581,-2.235075951,0.000298893,"Fast, 41-55",2584
276,583,-713.305481,0.097619593,"Slow, 26-40",3859
277,589,-184.8744812,0.036288917,"Fast, 26-40",537
278,594,-0.437144548,0.0000619,"Med, 41-55",36
279,595,-15.27401161,0.001937873,"Slow, 41-55",90
280,596,-67.74066162,0.009273549,"Slow, 41-55",224
281,597,-0.275997579,0.0000832,"Med, 0-25",480
282,598,-27.24445915,0.010856066,"Fast, 0-25",6005
283,600,-29.09298897,0.005751538,"Fast, 26-40",1941
284,601,-4.956596375,0.000643122,"Med, 41-55",112
285,603,-46.18393326,0.004446432,"Slow, 56-74",3123
286,608,-5.759894371,0.00074735,"Med, 41-55",73
287,609,-59.45807648,0.005573924,"Fast/Slow, 75+",364
288,610,-2.565371752,0.000494123,"Slow, 0-25",1029
289,611,-0.587995291,0.00010864,"Med, 26-40",80
290,613,-2.202823877,0.000375792,"Slow, 0-25",2236
291,614,-31.75693321,0.007934639,"Fast, 0-25",206
292,619,-15.94106102,0.003265863,"Fast, 0-25",1827
293,620,-7.025177002,0.001353213,"Slow, 0-25",2522
294,624,-168.2607574,0.018281423,"Med, 41-55",775
295,626,-274.0185242,0.059763569,"Fast, 0-25",1924
296,630,-11.86786652,0.001153208,"Slow, 26-40",1734
297,632,-187.2304993,0.022692781,"Fast, 41-55",1284
298,633,-15.26649761,0.002992437,"Fast, 26-40",6548
299,634,-0.985043883,0.000165513,"Slow, 0-25",71
300,635,-191.4271088,0.018634178,"Fast, 41-55",630
301,636,-12.52436543,0.002192655,"Slow, 0-25",1878
302,637,-27.67282677,0.002864188,"Med, 56-74",204
303,640,-1.855940342,0.000353944,"Slow, 0-25",968
304,643,-36.90022659,0.00401101,"Slow, 41-55",1331
305,647,-13.27509689,0.003941711,"Med, 0-25",592
306,651,-44.09575272,0.005389092,"Fast, 41-55",736
307,654,-151.6170349,0.018531665,"Fast, 56-74",3531
308,657,-20.71045303,0.004172431,"Fast, 26-40",1273
309,658,-9.681844711,0.001037761,"Slow, 41-55",494
310,660,-20.93418312,0.00203881,"Fast/Slow, 75+",1557
311,665,-125.2542648,0.024555203,"Fast, 26-40",2170
312,666,-2.522223473,0.000324645,"Med, 41-55",431
313,667,-31.26542473,0.003618599,"Med, 56-74",405
314,669,-46.84527588,0.012051081,"Med, 0-25",389
315,670,-10.97393036,0.001052239,"Slow, 56-74",83
316,671,-63.32797623,0.007739767,"Slow, 0-25",1171
317,675,-11.21657753,0.001885016,"Slow, 0-25",927
318,680,-6.488667011,0.00074635,"Med, 56-74",76
319,681,-5.517039776,0.00091967,"Slow, 0-25",279
320,683,-10.81101036,0.004260101,"Fast, 0-25",1878
321,684,-0.18200393,0.0000234,"Med, 41-55",15
322,685,-1.983068347,0.000256274,"Slow, 26-40",134
323,688,-6.759670734,0.000778122,"Med, 56-74",588
324,691,-123.4026642,0.013559533,"Slow, 41-55",2507
325,697,-0.160777748,0.0000474,"Med, 0-25",187
326,698,-14.17867184,0.001629843,"Med, 56-74",196
327,700,-22.00174332,0.00278968,"Med, 41-55",460
328,703,-1.192982793,0.000200452,"Slow, 0-25",79
329,707,-2.06066823,0.000386949,"Med, 26-40",477
330,711,-31.62815285,0.003400822,"Med, 41-55",286
331,714,-0.088784061,0.0000566,"Fast, 0-25",58
332,715,-14.58487225,0.001817843,"Fast, 26-40",695
333,716,-9.434224129,0.001231528,"Slow, 26-40",935
334,718,-2.637277365,0.000707589,"Med, 0-25",1284
335,719,-52.37923431,0.020640148,"Fast, 0-25",1271
336,721,-60.57786179,0.011129665,"Med, 26-40",3718
337,723,-76.97502899,0.009407909,"Fast, 41-55",767
338,724,-271.1239929,0.02563937,"Slow, 56-74",3004
339,725,-199.5292511,0.076519735,"Fast, 0-25",1364
340,726,-202.4029999,0.02368707,"Fast, 41-55",4267
341,728,-16.07439041,0.002823259,"Slow, 0-25",1030
342,731,-0.27156949,0.000051,"Med, 26-40",108
343,732,-92.03900909,0.01064499,"Med, 56-74",285
344,733,-34.01370621,0.003618726,"Slow, 26-40",2204
345,734,-47.80673599,0.018071787,"Fast, 0-25",1247
346,735,-8.795628548,0.000846807,"Slow, 56-74",441
347,737,-171.9561005,0.017970361,"Slow, 41-55",2653
348,738,-10.53619099,0.00413235,"Fast, 0-25",9260
349,739,-1.737752557,0.000420325,"Slow, 0-25",227
350,745,-0.489192367,0.000135756,"Med, 0-25",143
351,747,-9.857052803,0.001683347,"Med, 26-40",2176
352,748,-242.6993408,0.018580928,"Med, 56-74",6283
353,749,-35.98492432,0.004502284,"Med, 41-55",323
354,750,-93.98231506,0.010496025,"Slow, 41-55",122
355,755,-9.783818245,0.001125371,"Med, 56-74",877
356,756,-7.756516933,0.001012523,"Med, 41-55",2795
357,757,-1.044181824,0.000592787,"Fast, 0-25",70
358,759,-34.83610916,0.00618364,"Slow, 0-25",2223
359,765,-376.2217712,0.038070641,"Fast, 56-74",1787
360,767,-46.93294907,0.005379694,"Slow, 56-74",852
361,768,-35.56460571,0.004346716,"Fast, 41-55",1152
362,773,-2.380360603,0.000425421,"Slow, 0-25",725
363,774,-8.466641426,0.00325031,"Fast, 0-25",6741
364,778,-5.585042953,0.000769812,"Slow, 26-40",834
365,779,-206.0630188,0.010378235,"Med, 26-40",2431
366,780,-16.94412994,0.001828447,"Fast, 41-55",1059
367,789,-58.2219429,0.00567269,"Slow, 56-74",122
368,792,-106.4181519,0.011561817,"Slow, 41-55",818
369,794,-4.401517868,0.001329655,"Med, 0-25",318
370,797,-220.02388,0.020680502,"Slow, 56-74",941
371,798,-131.7607727,0.002951172,"Slow, 56-74",182
372,799,-30.88340378,0.003330822,"Slow, 41-55",804
373,800,-1.038878679,0.000195406,"Med, 26-40",100
374,801,-14.75081444,0.001603396,"Slow, 41-55",728
375,802,-9.91964817,0.00091397,"Slow, 41-55",85
376,803,-8.896655083,0.00336369,"Fast, 0-25",1074
377,805,-906.5365601,0.090125069,"Slow, 56-74",304
378,807,-260.0350952,0.031944994,"Fast, 41-55",175
379,808,-20.14139175,0.008125929,"Fast, 0-25",16792
380,809,-36.86541748,0.006545721,"Slow, 0-25",409
381,811,-39.89342117,0.01163831,"Med, 0-25",289
382,812,-32.02227783,0.003474274,"Slow, 41-55",931
383,817,-143.2801361,0.018534604,"Slow, 26-40",5407
384,818,-0.646025062,0.00012131,"Med, 26-40",90
385,820,-135.75354,0.018582791,"Med, 26-40",629
386,821,-0.165914044,0.0000491,"Med, 0-25",82
387,825,-18.32896614,0.001884909,"Slow, 41-55",949
388,826,-8.666227341,0.001115462,"Med, 41-55",93
389,827,-964.553894,0.097618587,"Fast/Slow, 75+",2001
390,828,-641.0216064,0.08772786,"Slow, 26-40",1017
391,831,-3.687569141,0.001134513,"Med, 0-25",1458
392,832,-11.66049004,0.001959355,"Slow, 0-25",1917
393,837,-511.3681335,0.100256123,"Fast, 26-40",3248
394,839,-26.91693306,0.003132249,"Slow, 0-25",940
395,841,-6.936205864,0.000903711,"Slow, 26-40",701
396,842,-17.46256256,0.002245832,"Med, 41-55",1481
397,847,-99.07702637,0.010764655,"Slow, 41-55",1789
398,853,-4.531015396,0.000872779,"Slow, 0-25",2992
399,856,-783.8131714,0.075149097,"Slow, 56-74",7015
400,857,-5.015069008,0.00225869,"Fast, 0-25",2975
401,859,-500.9563293,0.061836284,"Fast, 41-55",2128
402,861,-5.312670231,0.001526411,"Med, 0-25",567
403,863,-20.97218513,0.002876438,"Slow, 26-40",529
404,866,-68.72671509,0.009403589,"Slow, 26-40",1940
405,868,-1.723211408,0.000519168,"Med, 0-25",74
406,869,-82.70127106,0.011324366,"Slow, 26-40",214
407,870,-20.05614662,0.002742802,"Slow, 26-40",2166
408,872,-124.7199173,0.022143949,"Fast, 0-25",692
409,873,-31.50966072,0.004111913,"Slow, 26-40",355
410,874,-1086.980591,0.104580641,"Fast, 56-74",1164
411,875,-6.992391586,0.000908061,"Med, 41-55",181
412,877,-1.673087716,0.000305883,"Slow, 0-25",76
413,879,-7.038115978,0.002699127,"Fast, 26-40",4704
414,881,-16.14657784,0.002713533,"Slow, 0-25",1669
415,885,-37.97098541,0.006971823,"Med, 26-40",266
416,886,-8.761372566,0.002601472,"Med, 0-25",403
417,887,-11.94374275,0.000299919,"Slow, 0-25",83
418,888,-5.665424347,0.002193426,"Fast, 0-25",1031
419,893,-8.441469193,0.001418503,"Slow, 0-25",1578
420,894,-22.28619766,0.002136919,"Slow, 56-74",106
421,896,-1.802238345,0.000232848,"Med, 41-55",197
422,897,-8.148459435,0.000850822,"Slow, 41-55",153
423,898,-0.077112898,0.0000226,"Med, 0-25",1839
424,900,-123.360733,0.016878843,"Slow, 26-40",370
425,901,-6.949232101,0.003131599,"Fast, 0-25",5392
426,902,-1.693440318,0.000186594,"Fast, 56-74",801
427,903,-0.334157109,0.0000946,"Med, 0-25",107
428,905,-76.66196442,0.010491675,"Slow, 26-40",798
429,908,-58.35396576,0.011438153,"Fast, 26-40",2376
430,911,-31.44728661,0.006220264,"Fast, 26-40",6534
431,913,-0.06742987,0.0000119,"Slow, 0-25",131
432,914,-657.9711914,0.071468711,"Fast, 41-55",224
433,917,-41.00646973,0.00395163,"Med, 56-74",337
434,918,-11.18924427,0.001613619,"Slow, 26-40",556
435,921,-156.5369263,0.034650654,"Fast, 0-25",2398
436,926,-432.2959595,0.05283067,"Fast, 41-55",654
437,927,-118.4637833,0.011405289,"Slow, 56-74",4693
438,931,-851.2719116,0.084630825,"Slow, 56-74",950
439,932,-96.10002899,0.011806046,"Fast, 41-55",5291
440,937,-0.048399892,0.0000143,"Med, 0-25",14
441,939,-4.72777319,0.001831173,"Fast, 0-25",5048
442,940,-38.788517,0.003842954,"Slow, 56-74",3605
443,941,-8.997626305,0.000828944,"Slow, 41-55",307
444,943,-25.6067028,0.00983031,"Fast, 0-25",11518
445,954,-208.335968,0.02572196,"Fast, 41-55",1089
446,956,-317.3689575,0.033131283,"Slow, 56-74",9934
447,957,-44.75135422,0.007512675,"Slow, 0-25",2847
448,958,-4.152664185,0.00057169,"Slow, 26-40",1909
449,959,-0.283875436,0.0000518,"Med, 26-40",92
450,962,-2.654785395,0.000282914,"Med, 56-74",166
451,966,-10.29415989,0.003935934,"Fast, 0-25",9118
452,968,-3.882626772,0.000487949,"Slow, 26-40",752
453,969,-51.95414734,0.007114132,"Slow, 26-40",256
454,970,-12.44510841,0.001436,"Med, 56-74",652
455,973,-136.3948517,0.01344799,"Fast, 56-74",4696
456,974,-279.7119446,0.029331183,"Slow, 41-55",4572
457,975,-56.35748672,0.019931097,"Fast, 26-40",1210
458,976,-27.21760178,0.004445015,"Slow, 0-25",86
459,978,-4.25855732,0.002626766,"Fast, 0-25",130
460,979,-0.079778604,0.0000478,"Fast, 0-25",56
461,982,-1.451416731,0.000351584,"Fast, 26-40",259
462,984,-49.78562546,0.008839797,"Slow, 0-25",291
463,992,-8.100729942,0.003109838,"Fast, 0-25",2153
464,993,-7.00659132,0.002689802,"Fast, 0-25",1235
465,994,-52.82081985,0.011627538,"Fast, 0-25",583
466,998,-58.99674606,0.006835777,"Med, 56-74",597
467,1001,-6.054461479,0.000833508,"Med, 26-40",1202
468,1002,-46.58136368,0.017864015,"Fast, 0-25",565
469,1004,-68.42803955,0.013666036,"Fast, 26-40",1743
470,1005,-16.1008358,0.006181046,"Fast, 0-25",1207
471,1006,-17.95051003,0.001697254,"Slow, 56-74",940
472,1008,-37.45862579,0.004067787,"Slow, 41-55",265
473,1009,-679.3969727,0.067543551,"Fast, 56-74",272
474,1010,-550.4378052,0.059865091,"Slow, 41-55",7573
475,1013,-192.7528381,0.023561051,"Med, 26-40",374
476,1014,-31.26170158,0.004959878,"Slow, 0-25",3419
477,1017,-6.389182568,0.001114843,"Med, 26-40",1481
478,1018,-70.83986664,0.012579782,"Slow, 0-25",1610
479,1019,-20.21199036,0.001626878,"Med, 56-74",428
