str_id,severity_id,wwacbd,wwacbh,wwacc,wwach,wwafuel13,wwafuel40
16401,34161,8,39,45,57,10,165
16402,34163,8,16,45,57,8,183
16403,34164,8,43,45,57,9,188
16404,34165,19,13,25,25,2,122
16405,34166,11,7,55,57,10,165
16406,34168,11,20,55,57,10,165
16407,34170,5,144,15,25,5,142
16408,34171,27,13,35,25,5,145
16409,34172,1,144,25,25,2,121
16410,34173,8,20,45,57,10,165
16411,34175,27,13,35,25,5,145
16412,34176,19,13,25,25,2,122
16413,34177,8,20,45,57,8,183
16414,34178,19,13,25,8,2,122
16415,34180,1,144,25,25,2,121
16416,34181,19,13,25,25,5,142
16417,34189,19,13,25,25,2,122
16418,34190,8,20,45,57,8,183
16419,34191,8,13,45,57,10,165
16420,34192,27,13,35,25,5,145
16421,34193,8,13,45,57,8,161
16422,34194,27,13,35,25,5,145
16423,34195,8,20,45,57,8,183
16424,34197,27,13,35,25,5,145
16425,34199,1,263,35,57,2,121
16426,34204,1,263,55,57,8,161
16427,34206,8,13,45,57,10,165
16428,34208,1,263,45,57,8,161
16429,34209,1,263,55,57,6,147
16430,34211,38,13,45,25,8,183
16431,34212,6,13,35,57,5,122
16432,34215,14,13,15,8,5,142
16433,34217,1,263,35,57,2,121
16434,34221,1,144,45,25,6,147
16435,34222,8,13,45,57,8,161
16436,34227,8,20,45,57,8,183
16437,34233,8,13,45,57,8,161
16438,34234,8,13,45,57,8,161
16439,34235,1,263,25,57,2,121
16440,34239,22,13,75,57,10,165
16441,34241,8,13,45,57,8,161
16442,34245,27,13,35,25,5,145
16443,34249,14,13,15,8,2,122
16444,34250,14,13,15,8,5,142
16445,34254,11,7,55,57,10,165
16446,34255,38,13,45,25,8,183
16447,34256,8,39,45,57,10,165
16448,34257,19,13,25,8,2,122
16449,34263,22,13,75,57,10,165
16450,34265,1,144,45,25,6,147
16451,34268,1,263,45,57,8,161
16452,34269,19,13,25,8,2,122
16453,34271,27,13,35,25,5,145
16454,34272,1,144,35,25,6,147
16455,34277,19,13,25,8,2,122
16456,34278,1,144,45,25,6,147
16457,34279,8,43,45,57,9,188
16458,34280,1,144,35,25,6,147
16459,34281,8,13,45,57,8,161
16460,34283,38,13,45,25,8,183
16461,34285,1,263,35,57,2,121
16462,34287,19,13,25,25,5,145
16463,34291,1,263,65,57,8,161
16464,34292,38,13,45,25,2,121
16465,34297,27,13,35,25,5,145
16466,34298,8,7,45,57,10,165
16467,34299,19,13,25,8,2,122
16468,34300,8,7,45,57,10,165
16469,34303,14,13,15,8,2,122
16470,34305,8,13,45,57,8,161
16471,34306,19,13,25,25,2,122
16472,34307,1,263,35,57,2,121
16473,34308,1,144,15,25,8,161
16474,34311,11,20,55,57,10,165
16475,34312,1,144,45,25,6,147
16476,34315,8,13,45,57,8,161
16477,34317,27,13,35,25,5,145
16478,34318,16,7,65,57,10,165
16479,34320,11,7,55,57,10,165
16480,34321,1,144,55,25,6,147
16481,34324,1,263,65,57,8,161
16482,34325,1,144,35,25,8,161
16483,34327,38,13,45,25,8,183
16484,34328,8,7,45,57,10,165
16485,34329,8,43,45,57,9,188
16486,34330,6,13,35,57,5,122
16487,34331,1,263,55,57,8,161
16488,34334,14,13,15,8,5,142
16489,34335,14,13,15,8,2,122
16490,34337,38,13,45,25,8,183
16491,34338,27,13,35,25,5,145
16492,34341,27,13,35,25,5,145
16493,34343,6,13,35,57,5,122
16494,34346,27,13,35,25,5,145
16495,34351,8,20,45,57,8,183
16496,34352,19,13,25,25,2,122
16497,34354,14,13,15,25,8,101
16498,34356,1,263,35,57,2,121
16499,34357,1,144,35,25,2,122
16500,34360,8,20,45,57,8,183
16501,34361,19,13,25,8,2,122
16502,34363,27,13,35,25,5,145
16503,34364,16,13,65,57,10,165
16504,34367,1,263,55,57,8,161
16505,34368,1,263,45,57,8,161
16506,34369,19,13,25,25,2,122
16507,34370,27,13,35,25,5,145
16508,34371,1,144,15,25,8,161
16509,34372,14,13,15,25,2,122
16510,34376,1,144,55,25,6,147
16511,34378,1,263,55,57,8,161
16512,34380,11,13,55,57,10,165
16513,34382,27,13,35,25,5,145
16514,34385,11,7,55,57,10,165
16515,34388,4,43,25,57,2,122
16516,34389,1,144,55,25,6,147
16517,34390,14,13,15,8,1,101
16518,34391,11,13,55,57,10,165
16519,34392,8,13,45,57,8,161
16520,34393,11,13,55,57,10,165
16521,34397,19,13,25,8,2,122
16522,34398,19,13,25,25,2,122
16523,34401,8,20,45,57,8,183
16524,34404,19,13,25,25,5,142
16525,34408,4,43,25,57,2,122
16526,34410,14,13,15,8,2,122
16527,34411,8,43,45,57,9,188
16528,34412,14,13,15,8,2,121
16529,34414,19,13,25,8,2,122
16530,34417,16,13,65,57,10,165
16531,34418,1,263,55,57,8,161
16532,34419,19,13,25,8,2,122
16533,34421,6,20,35,57,8,183
16534,34423,1,144,35,25,2,121
16535,34424,14,13,15,8,8,101
16536,34425,11,39,55,57,5,142
16537,34426,27,13,35,25,5,145
16538,34427,19,13,25,25,2,122
16539,34429,1,263,55,57,8,161
16540,34431,1,144,55,25,8,161
16541,34434,1,263,55,57,8,161
16542,34435,27,13,35,25,5,145
16543,34438,27,13,35,25,5,145
16544,34439,1,144,45,25,6,147
16545,34441,19,13,25,25,2,122
16546,34443,27,13,35,25,5,145
16547,34445,1,52,15,8,5,142
16548,34448,19,13,25,25,2,122
16549,34451,1,263,55,57,8,161
16550,34456,14,13,15,8,8,101
16551,34458,1,263,55,57,8,161
16552,34459,27,13,35,25,5,145
16553,34460,1,144,45,25,6,147
16554,34462,19,13,25,25,2,122
16555,34463,11,13,55,57,10,165
16556,34468,14,13,15,8,1,102
16557,34469,1,144,65,25,6,147
16558,34471,1,144,35,25,8,161
16559,34472,27,13,35,25,5,145
16560,34473,11,7,55,57,10,165
16561,34475,1,263,35,57,2,121
16562,34477,38,13,45,25,8,183
16563,34479,1,144,55,25,6,147
16564,34480,27,13,35,25,5,145
16565,34482,1,263,65,57,8,161
16566,34483,27,13,35,25,5,145
16567,34485,19,13,25,25,2,122
16568,34487,27,13,35,25,5,145
16569,34490,1,263,65,57,8,161
16570,34492,16,13,65,57,10,165
16571,34493,8,7,45,57,10,165
16572,34498,8,20,45,57,8,183
16573,34499,19,13,25,8,2,122
16574,34500,6,13,35,57,5,122
16575,34503,1,144,45,25,6,147
16576,34504,19,13,25,8,2,122
16577,34508,11,20,55,57,10,165
16578,34509,4,77,25,57,2,121
16579,34515,1,263,45,57,8,161
16580,34516,8,20,45,57,8,183
16581,34517,8,39,45,57,10,165
16582,34520,19,13,25,25,2,122
16583,34521,38,13,45,25,8,183
16584,34522,1,263,35,57,2,121
16585,34523,8,13,45,57,8,161
16586,34526,1,144,35,25,6,147
16587,34527,11,13,55,57,10,165
16588,34529,27,13,35,25,5,145
16589,34530,1,263,55,57,8,161
16590,34533,19,13,25,8,2,122
16591,34536,14,13,15,8,2,122
16592,34537,16,20,65,57,10,165
16593,34543,19,13,25,25,2,122
16594,34544,19,13,25,8,2,122
16595,34549,8,13,45,57,10,165
16596,34550,11,7,55,57,10,165
16597,34551,8,43,45,57,9,188
16598,34552,9,20,35,25,9,188
16599,34553,1,263,45,57,8,161
16600,34554,1,144,55,25,6,147
16601,34555,8,20,45,57,8,183
16602,34557,11,20,55,57,10,165
16603,34558,14,13,15,25,8,101
16604,34559,14,13,15,25,1,101
16605,34561,11,13,55,57,10,165
16606,34565,14,13,15,25,8,101
16607,34567,1,263,45,57,8,161
16608,34568,19,13,25,25,2,122
16609,34569,19,13,25,8,2,122
16610,34571,1,263,65,57,8,161
16611,34578,1,144,25,25,2,122
16612,34582,1,52,15,8,8,183
16613,34586,14,13,15,8,1,101
16614,34587,8,13,45,57,8,161
16615,34588,8,43,45,57,9,188
16616,34590,27,13,35,25,5,145
16617,34592,8,7,45,57,10,165
16618,34594,1,263,75,57,8,161
16619,34596,11,13,55,57,10,165
16620,34598,8,13,45,57,8,161
16621,34599,8,13,45,57,8,161
16622,34602,1,144,45,25,6,147
16623,34605,19,13,25,25,2,122
16624,34606,38,13,45,25,8,183
16625,34607,8,13,45,57,8,161
16626,34609,27,13,35,25,5,145
16627,34611,14,13,15,8,8,101
16628,34617,1,144,45,25,6,147
16629,34618,1,263,45,57,8,161
16630,34619,11,13,55,57,10,165
16631,34620,8,20,45,57,8,183
16632,34622,1,144,55,25,6,147
16633,34623,1,144,35,25,4,147
16634,34625,1,263,55,57,8,161
16635,34629,19,13,25,8,2,122
16636,34632,19,13,25,25,2,122
16637,34639,8,20,45,57,10,165
16638,34641,19,13,25,25,2,122
16639,34642,11,7,55,57,10,165
16640,34643,1,144,55,25,6,147
16641,34648,27,13,35,25,5,145
16642,34651,11,13,55,57,10,165
16643,34652,19,13,25,8,2,122
16644,34654,27,13,35,25,5,145
16645,34657,1,144,35,25,2,122
16646,34659,1,263,35,57,2,121
16647,34664,14,13,15,8,2,122
16648,34667,14,13,15,25,2,122
16649,34668,14,13,15,8,2,122
16650,34669,8,20,45,57,8,183
16651,34670,11,7,55,57,10,165
16652,34677,1,263,25,57,2,121
16653,34678,6,16,25,25,8,183
16654,34686,14,13,15,8,2,122
16655,34691,6,13,35,57,5,122
16656,34693,1,144,45,25,6,147
16657,34694,19,13,25,25,2,122
16658,34696,19,13,25,25,2,122
16659,34700,38,13,45,25,8,183
16660,34702,19,13,25,25,2,122
16661,34704,27,13,35,25,5,145
16662,34708,1,144,45,25,6,147
16663,34709,1,263,45,57,8,161
16664,34712,27,13,35,8,2,121
16665,34715,1,263,45,57,8,161
16666,34716,1,144,45,25,6,147
16667,34718,16,7,65,57,10,165
16668,34721,8,13,45,57,10,165
16669,34722,1,144,45,25,6,147
16670,34723,19,13,25,25,2,122
16671,34725,19,13,25,25,5,142
16672,34726,27,13,35,25,5,145
16673,34736,8,20,45,57,10,165
16674,34738,14,13,15,8,2,122
16675,34739,16,13,65,57,10,165
16676,34740,16,13,65,57,10,165
16677,34742,16,13,65,57,10,165
16678,34745,14,13,15,8,5,142
16679,34748,1,263,65,57,8,161
16680,34749,19,13,25,25,2,122
16681,34751,27,13,35,25,5,145
16682,34752,19,13,25,25,2,122
16683,34753,1,263,55,57,8,161
16684,34756,38,13,45,25,8,183
16685,34757,19,13,25,25,2,122
16686,34758,8,39,45,57,10,165
16687,34759,1,263,65,57,8,161
16688,34762,8,13,45,57,8,161
16689,34764,1,263,25,57,2,121
16690,34768,19,13,25,25,2,122
16691,34770,19,13,25,8,2,122
16692,34771,1,263,45,57,8,161
16693,34772,19,13,25,8,2,122
16694,34773,1,263,35,57,2,121
16695,34774,11,20,55,57,10,165
16696,34775,45,13,55,25,8,183
16697,34777,14,13,15,8,2,122
16698,34781,27,13,35,25,5,145
16699,34782,14,13,15,8,2,122
16700,34785,8,20,45,57,8,183
16701,34786,38,13,45,25,8,183
16702,34788,11,13,55,57,10,165
16703,34789,14,13,15,8,2,122
16704,34790,19,13,25,25,2,122
16705,34798,12,3,45,25,8,183
16706,34800,8,13,45,57,8,161
16707,34803,8,13,45,57,10,165
16708,34806,27,13,35,25,5,145
16709,34807,11,13,55,57,10,165
16710,34810,27,13,35,25,2,121
16711,34811,27,13,35,25,5,145
16712,34815,14,13,15,8,2,122
16713,34819,14,13,15,8,5,142
16714,34824,6,13,35,57,8,183
16715,34826,1,263,55,57,8,161
16716,34828,4,13,25,57,5,122
16717,34829,27,13,35,8,5,145
16718,34830,19,13,25,25,2,122
16719,34833,14,13,15,8,2,122
16720,34835,8,13,45,57,10,165
16721,34837,27,13,35,25,5,145
16722,34838,19,13,25,25,5,142
16723,34839,11,13,55,57,10,165
16724,34841,1,263,45,57,8,161
16725,34843,27,13,35,25,5,145
16726,34846,6,43,35,57,9,188
16727,34847,14,13,15,8,2,122
16728,34850,27,13,35,25,5,145
16729,34851,1,144,15,25,2,121
16730,34852,1,144,35,25,6,147
16731,34853,11,13,55,57,10,165
16732,34856,8,16,45,57,8,183
16733,34858,1,263,55,57,8,161
16734,34859,1,144,25,25,8,183
16735,34862,27,13,35,25,5,145
16736,34863,27,13,35,25,5,145
16737,34865,1,263,35,57,2,121
16738,34867,27,13,35,25,5,145
16739,34869,27,13,35,25,5,145
16740,34872,45,13,55,25,8,183
16741,34874,22,13,75,57,10,165
16742,34875,1,144,45,25,6,147
16743,34877,1,263,55,57,8,161
16744,34880,1,263,55,57,8,161
16745,34881,27,13,35,25,5,145
16746,34884,8,13,45,57,8,161
16747,34887,1,144,35,25,2,122
16748,34888,8,13,45,57,8,161
16749,34889,1,144,45,25,6,147
16750,34890,19,13,25,8,2,122
16751,34891,1,144,45,25,6,147
16752,34894,1,263,25,57,2,121
16753,34895,1,144,45,25,6,147
16754,34896,1,263,35,57,2,121
16755,34898,19,13,25,25,5,142
16756,34901,14,13,15,25,8,101
16757,34902,27,13,35,8,5,145
16758,34904,1,144,45,25,6,147
16759,34905,1,144,35,25,2,122
16760,34908,1,144,45,25,6,147
16761,34910,27,13,35,25,5,145
16762,34911,27,13,35,25,5,145
16763,34913,27,13,35,25,5,145
16764,34916,6,43,35,57,9,188
16765,34917,1,263,65,57,8,161
16766,34918,6,13,35,57,5,122
16767,34920,14,13,15,8,2,122
16768,34923,8,43,45,57,9,188
16769,34926,8,13,45,57,8,161
16770,34927,6,16,35,57,8,183
16771,34929,1,144,45,25,6,147
16772,34931,1,263,55,57,8,161
16773,34932,1,263,45,57,6,147
16774,34933,14,13,15,8,2,122
16775,34934,14,13,15,8,1,101
16776,34938,1,263,35,57,2,121
16777,34940,14,13,15,8,2,122
16778,34944,8,13,45,57,8,161
16779,34945,11,20,55,57,10,165
16780,34946,8,43,45,57,9,188
16781,34947,14,13,15,8,2,122
16782,34950,14,13,15,8,2,122
16783,34951,1,263,35,57,2,121
16784,34952,27,13,35,25,5,145
16785,34955,14,13,15,8,2,122
16786,34956,19,13,25,8,2,122
16787,34959,1,263,55,57,8,161
16788,34961,27,13,35,25,5,145
16789,34964,8,39,45,57,10,165
16790,34967,1,263,55,57,8,161
16791,34968,8,7,45,57,10,165
16792,34969,19,13,25,8,2,122
16793,34970,14,13,15,8,1,101
16794,34972,27,13,35,25,5,145
16795,34973,16,13,65,57,10,165
16796,34975,19,13,25,8,2,122
16797,34976,11,20,55,57,10,165
16798,34978,19,13,25,8,2,122
16799,34980,19,13,25,8,2,122
16800,34981,14,13,15,8,2,122
16801,34982,1,263,35,57,2,121
16802,34984,11,7,55,57,10,165
16803,34986,8,13,45,57,8,161
16804,34989,8,7,45,57,10,165
16805,34991,27,13,35,25,5,145
16806,34993,8,7,45,57,10,165
16807,34994,27,13,35,25,5,145
16808,34995,27,13,35,25,5,145
16809,35000,19,13,25,8,2,122
16810,35001,8,20,45,57,8,183
16811,35002,19,13,25,25,2,122
16812,35004,1,263,55,57,8,161
16813,35005,19,13,25,25,2,122
16814,35006,19,13,25,25,2,122
16815,35010,8,7,45,57,10,165
16816,35014,11,13,55,57,10,165
16817,35015,27,13,35,25,5,145
16818,35017,8,13,45,57,10,165
16819,35018,14,13,15,8,1,101
16820,35019,1,263,65,57,8,161
16821,35021,14,13,15,8,2,122
16822,35025,1,263,35,57,2,121
16823,35029,8,13,45,57,8,161
16824,35031,1,263,45,57,8,161
16825,35032,1,263,45,57,8,161
16826,35034,1,144,35,25,6,147
16827,35035,1,52,15,8,8,183
16828,35036,1,144,35,25,8,161
16829,35037,6,13,35,57,5,122
16830,35041,19,13,25,8,2,122
16831,35043,14,13,15,8,1,101
16832,35048,19,13,25,8,2,122
16833,35052,14,13,15,8,2,122
16834,35054,8,20,45,57,8,183
16835,35055,1,144,55,25,6,147
16836,35057,11,43,55,57,9,188
16837,35058,27,13,35,25,5,145
16838,35059,1,144,35,25,6,147
16839,35060,19,13,25,25,2,122
16840,35062,14,13,15,8,2,122
16841,35063,1,263,45,57,8,161
16842,35067,19,13,25,25,2,122
16843,35068,19,13,25,25,2,122
16844,35069,19,13,25,25,2,122
16845,35070,1,263,45,57,8,161
16846,35071,1,144,35,25,2,122
16847,35072,11,13,55,57,10,165
16848,35074,6,13,35,57,5,122
16849,35077,27,13,35,25,5,145
16850,35078,1,144,25,25,2,122
16851,35081,14,13,15,8,2,121
16852,35083,38,13,45,25,8,183
16853,35086,1,263,55,57,8,161
16854,35088,14,13,15,25,8,101
16855,35091,27,13,35,25,5,145
16856,35093,1,144,45,25,6,147
16857,35094,1,263,55,57,8,161
16858,35098,38,13,45,25,8,183
16859,35100,14,13,15,8,2,122
16860,35106,19,13,25,25,5,142
16861,35107,27,13,35,25,5,145
16862,35110,14,13,15,8,2,122
16863,35111,8,13,45,57,10,165
16864,35113,14,13,15,8,2,122
16865,35114,19,13,25,8,2,122
16866,35118,1,144,45,25,6,147
16867,35121,27,13,35,25,5,145
16868,35123,1,263,45,57,8,161
16869,35124,1,263,65,57,8,161
16870,35125,27,13,35,8,5,145
16871,35127,1,144,25,25,2,121
16872,35129,8,20,45,57,8,183
16873,35131,38,13,45,25,8,183
16874,35133,1,144,55,25,6,147
16875,35135,1,263,55,57,8,161
16876,35137,19,13,25,25,2,122
16877,35144,1,144,25,25,2,122
16878,35145,27,13,35,25,5,145
16879,35146,19,13,25,25,2,122
16880,35147,19,13,25,25,2,122
16881,35149,1,144,55,25,6,147
16882,35152,45,13,55,25,8,183
16883,35159,8,13,45,57,8,161
16884,35163,38,13,45,25,8,183
16885,35166,27,13,35,25,5,145
16886,35171,1,144,25,25,2,122
16887,35172,14,13,15,25,8,101
16888,35174,45,13,55,25,8,183
16889,35177,19,13,25,8,2,122
16890,35178,1,263,35,57,2,121
16891,35179,19,13,25,8,2,122
16892,35181,27,13,35,25,5,145
16893,35182,16,7,65,57,10,165
16894,35184,14,13,15,8,2,122
16895,35185,1,263,45,57,8,161
16896,35186,11,7,55,57,10,165
16897,35187,6,43,35,57,9,188
16898,35188,1,263,25,57,8,161
16899,35189,27,13,35,25,5,145
16900,35193,1,263,35,57,2,121
16901,35194,8,13,45,57,10,165
16902,35195,27,13,35,25,5,145
16903,35196,6,7,35,57,8,183
16904,35198,6,3,25,25,8,183
16905,35205,1,144,35,25,8,161
16906,35206,38,13,45,25,8,183
16907,35208,6,43,35,57,9,188
16908,35209,19,13,25,25,2,122
16909,35210,19,13,25,25,2,122
16910,35211,38,13,45,25,8,183
16911,35217,19,13,25,25,2,122
16912,35218,1,144,55,25,6,147
16913,35219,19,13,25,25,5,142
16914,35220,8,20,45,57,8,183
16915,35221,14,13,15,25,1,101
16916,35222,14,13,15,25,1,101
16917,35224,1,263,55,57,8,161
16918,35231,1,263,45,57,8,161
16919,35234,27,13,35,25,5,145
16920,35236,38,13,45,25,8,183
16921,35238,8,36,45,57,8,183
16922,35239,1,144,45,25,6,147
16923,35241,1,263,55,57,8,161
16924,35243,11,13,55,57,10,165
16925,35245,6,43,35,57,9,188
16926,35247,27,13,35,25,5,145
16927,35248,19,13,25,25,2,122
16928,35253,6,20,35,57,8,183
16929,35254,1,144,35,25,2,122
16930,35257,8,13,45,57,8,161
16931,35259,1,144,55,25,6,147
16932,35260,27,13,35,25,5,145
16933,35261,19,13,25,25,2,122
16934,35266,19,13,25,25,2,122
16935,35267,1,263,55,57,8,161
16936,35268,27,13,35,25,5,145
16937,35269,8,13,45,57,8,161
16938,35271,14,13,15,8,2,122
16939,35272,27,13,35,25,5,145
16940,35274,8,13,45,57,8,161
16941,35278,11,13,55,57,10,165
16942,35279,27,13,35,25,5,145
16943,35282,27,13,35,8,5,145
16944,35283,27,13,35,25,5,145
16945,35285,11,7,55,57,10,165
16946,35286,6,20,35,57,8,183
16947,35288,27,13,35,25,5,145
16948,35289,11,13,55,57,10,165
16949,35294,11,7,55,57,10,165
16950,35295,8,7,45,57,10,165
16951,35297,38,13,45,25,8,183
16952,35299,8,7,45,57,10,165
16953,35300,1,144,45,25,6,147
16954,35304,1,144,45,25,6,147
16955,35305,27,13,35,25,5,145
16956,35308,27,13,35,25,5,145
16957,35309,19,13,25,8,2,122
16958,35312,8,7,45,57,10,165
16959,35315,1,263,25,57,2,121
16960,35318,19,13,25,25,2,122
16961,35320,19,13,25,25,2,122
16962,35321,1,144,45,25,6,147
16963,35323,16,13,65,57,10,165
16964,35324,1,144,45,25,6,147
16965,35325,12,16,45,25,8,161
16966,35327,27,13,35,25,5,145
16967,35328,19,13,25,25,2,122
16968,35329,6,20,35,57,10,165
16969,35331,19,13,25,8,2,122
16970,35332,8,13,45,57,10,165
16971,35333,11,13,55,57,10,165
16972,35338,27,13,35,25,5,145
16973,35340,11,20,55,57,10,165
16974,35344,14,13,15,8,2,122
16975,35345,1,263,35,57,2,121
16976,35346,1,144,45,25,6,147
16977,35347,16,13,65,57,10,165
16978,35348,19,13,25,25,5,142
16979,35349,1,263,55,57,6,147
16980,35353,8,7,45,57,10,165
16981,35355,8,16,45,57,8,183
16982,35360,11,13,55,57,10,165
16983,35362,14,13,15,8,2,122
16984,35363,11,20,55,57,10,165
16985,35365,1,144,45,25,6,147
16986,35366,1,263,35,57,2,121
16987,35370,14,13,15,25,8,101
16988,35374,19,13,25,8,2,122
16989,35376,19,13,25,25,2,122
16990,35388,1,263,45,57,8,161
16991,35389,1,263,45,57,8,161
16992,35390,4,13,25,57,5,122
16993,35393,6,20,35,57,8,161
16994,35394,1,263,45,57,8,161
16995,35395,14,13,15,8,2,122
16996,35396,11,13,55,57,10,165
16997,35398,38,13,45,25,2,121
16998,35399,1,263,35,57,2,121
16999,35400,1,144,55,25,6,147
17000,35401,16,13,65,57,10,165
17001,35403,1,144,35,25,6,147
17002,35405,1,263,45,57,8,161
17003,35406,1,263,45,57,8,161
17004,35407,1,144,45,25,2,122
17005,35409,1,144,45,25,6,147
17006,35417,1,144,35,25,2,122
17007,35418,1,263,35,57,8,161
17008,35419,19,13,25,8,2,122
17009,35420,19,13,25,25,2,122
17010,35421,1,263,35,57,2,121
17011,35426,1,263,65,57,8,161
17012,35427,8,20,45,57,8,183
17013,35428,8,16,45,57,8,183
17014,35430,8,13,45,57,8,161
17015,35432,27,13,35,25,5,145
17016,35434,19,13,25,25,2,122
17017,35436,19,13,25,8,2,122
17018,35441,14,13,15,8,2,122
17019,35442,27,13,35,25,5,145
17020,35450,8,13,45,57,8,161
17021,35451,11,7,55,57,10,165
17022,35453,27,13,35,25,5,145
17023,35454,8,13,45,57,8,161
17024,35455,1,263,55,57,8,161
17025,35456,8,13,45,57,10,165
17026,35458,8,13,45,57,10,165
17027,35461,27,13,35,25,5,145
17028,35462,11,7,55,57,10,165
17029,35464,11,20,55,57,10,165
17030,35465,1,144,35,25,6,147
17031,35470,27,13,35,25,5,145
17032,35471,1,263,55,57,8,161
17033,35474,14,13,15,25,2,122
17034,35475,27,13,35,25,5,145
17035,35476,8,39,45,57,10,165
17036,35478,19,13,25,25,2,122
17037,35480,3,7,15,57,8,183
17038,35484,1,263,45,57,8,161
17039,35485,38,13,45,25,8,183
17040,35486,6,20,35,57,10,165
17041,35490,1,263,55,57,8,161
17042,35491,1,263,55,57,8,161
17043,35493,27,13,35,25,5,145
17044,35494,8,23,45,57,8,161
17045,35497,19,13,25,8,2,122
17046,35498,6,43,35,57,9,188
17047,35501,1,144,35,25,2,122
17048,35503,1,263,45,57,8,161
17049,35505,1,263,45,57,8,161
17050,35509,27,13,35,25,5,145
17051,35510,6,7,25,25,5,122
17052,35511,11,20,55,57,10,165
17053,35514,38,13,45,25,8,183
17054,35515,14,13,15,8,2,122
17055,35516,11,7,55,57,10,165
17056,35519,4,43,25,57,2,122
17057,35520,1,263,45,57,8,161
17058,35523,1,263,35,57,2,121
17059,35528,14,13,15,8,2,122
17060,35530,14,13,15,25,8,101
17061,35531,8,13,45,57,8,161
17062,35533,38,13,45,25,8,183
17063,35534,1,263,45,57,8,161
17064,35536,8,20,45,57,8,183
17065,35539,8,20,45,57,8,183
17066,35540,1,144,45,25,6,147
17067,35544,27,13,35,25,5,145
17068,35545,19,13,25,25,2,122
17069,35546,19,13,25,8,2,122
17070,35549,27,13,35,25,5,145
17071,35551,27,13,35,8,5,145
17072,35552,1,144,45,25,6,147
17073,35553,6,20,25,25,2,122
17074,35557,11,13,55,57,10,165
17075,35560,14,13,15,8,2,122
17076,35563,8,20,45,57,8,183
17077,35566,14,13,15,8,1,101
17078,35568,19,13,25,25,2,122
17079,35569,1,263,55,57,8,161
17080,35570,1,144,55,25,6,147
17081,35572,8,7,45,57,10,165
17082,35575,19,13,25,25,2,122
17083,35576,6,20,35,57,8,183
17084,35580,19,13,25,25,2,122
17085,35582,19,13,25,25,2,122
17086,35583,19,13,25,25,2,122
17087,35584,1,263,25,57,2,121
17088,35588,1,144,25,25,2,121
17089,35589,27,13,35,25,5,145
17090,35592,6,13,35,57,5,122
17091,35593,19,13,25,25,2,122
17092,35594,14,13,15,25,1,101
17093,35597,19,13,25,25,2,122
17094,35598,1,263,25,57,2,121
17095,35600,8,20,45,57,10,165
17096,35603,27,13,35,25,5,145
17097,35605,11,7,55,57,10,165
17098,35607,38,13,45,25,8,183
17099,35609,1,263,45,57,8,161
17100,35612,19,13,25,25,2,122
17101,35614,6,20,35,57,10,165
17102,35615,27,13,35,8,5,145
17103,35616,19,13,25,25,2,122
17104,35618,27,13,35,25,5,145
17105,35619,8,13,45,57,8,161
17106,35621,11,13,55,57,10,165
17107,35623,38,13,45,25,2,121
17108,35626,38,13,45,25,8,183
17109,35627,19,13,25,25,5,142
17110,35630,1,263,65,57,8,161
17111,35631,6,7,35,57,8,183
17112,35632,19,13,25,25,2,122
17113,35633,1,263,45,57,8,161
17114,35634,1,144,35,25,2,122
17115,35636,19,13,25,25,2,122
17116,35637,1,144,25,25,6,147
17117,35638,27,13,35,25,5,145
17118,35640,27,13,35,25,5,145
17119,35645,11,13,55,57,10,165
17120,35646,16,13,65,57,10,165
17121,35648,35,13,55,57,8,183
17122,35650,14,13,15,8,2,122
17123,35651,1,144,45,25,6,147
17124,35653,27,13,35,25,5,145
17125,35655,14,13,15,25,1,101
17126,35658,19,13,25,8,2,122
17127,35659,1,263,55,57,8,161
17128,35660,1,263,35,57,2,121
17129,35664,11,43,55,57,9,188
17130,35665,12,3,45,25,10,165
17131,35668,1,263,35,57,2,121
17132,35669,16,13,65,57,10,165
17133,35677,38,13,45,25,8,183
17134,35681,45,13,55,25,8,183
17135,35683,19,13,25,25,2,122
17136,35689,6,13,35,57,5,122
17137,35691,25,13,45,57,8,183
17138,35692,16,13,65,57,10,165
17139,35694,1,263,35,57,2,121
17140,35695,16,13,65,57,10,165
17141,35696,19,13,25,25,2,122
17142,35699,27,13,35,25,5,145
17143,35700,4,7,25,57,8,183
17144,35701,11,13,55,57,10,165
17145,35703,1,263,45,57,8,161
17146,35705,1,263,45,57,8,161
17147,35707,1,144,45,25,6,147
17148,35709,27,13,35,25,5,145
17149,35711,1,144,45,25,6,147
17150,35715,14,13,15,8,2,121
17151,35716,11,7,55,57,10,165
17152,35717,27,13,35,25,5,145
17153,35720,6,20,35,57,8,161
17154,35723,19,13,25,25,2,122
17155,35725,19,13,25,8,2,122
17156,35727,19,13,25,8,2,122
17157,35729,19,13,25,25,2,122
17158,35730,19,13,25,8,2,122
17159,35732,38,13,45,25,8,183
17160,35733,1,263,35,57,2,121
17161,35734,6,20,35,57,10,165
17162,35742,8,20,45,57,8,183
17163,35743,1,144,55,25,6,147
17164,35747,22,20,75,57,10,165
17165,35749,1,144,55,25,6,147
17166,35750,19,13,25,25,2,122
17167,35751,8,43,45,57,9,188
17168,35752,14,13,15,8,1,102
17169,35756,1,144,35,25,4,147
17170,35757,8,13,45,57,10,165
17171,35760,11,20,55,57,10,165
17172,35761,1,263,55,57,8,161
17173,35763,1,144,55,25,6,147
17174,35765,19,13,25,25,2,122
17175,35766,1,263,65,57,8,161
