forest_topo_id,severity_id,asp,dem,slope
1,3,West,2782,44
2,4,South,2819,32
3,6,North,1837,22
4,10,East,2261,0
5,13,West,2875,32
6,15,South,1955,32
7,16,East,2380,22
8,18,South,2494,22
9,21,West,1888,22
10,22,North,2635,32
11,23,South,1995,64
12,27,East,2532,90
13,28,North,2267,32
14,29,West,2815,44
15,32,East,2468,44
16,34,West,2755,32
17,35,North,3031,44
18,36,East,1994,22
19,38,West,2228,32
20,48,West,2276,44
21,50,North,1630,0
22,52,East,1791,22
23,53,East,1673,32
24,59,West,1656,22
25,60,West,2585,22
26,62,East,2828,32
27,63,East,2385,64
28,66,West,2410,64
29,68,East,2163,32
30,71,East,1682,22
31,72,North,2207,32
32,74,East,3051,22
33,77,South,2368,22
34,82,North,2748,44
35,83,North,2013,32
36,84,North,1970,22
37,85,South,1878,32
38,89,South,2461,32
39,91,North,1916,22
40,92,West,2341,0
41,94,North,1982,22
42,98,North,1687,44
43,101,East,2671,22
44,103,North,1897,22
45,105,East,2827,32
46,107,North,2117,64
47,108,North,2433,64
48,109,West,2864,44
49,111,South,1953,32
50,113,East,2879,32
51,114,North,2327,32
52,116,North,2222,64
53,119,South,2934,0
54,121,East,2892,32
55,123,West,1525,0
56,126,North,3052,32
57,129,West,3157,22
58,131,East,2034,22
59,132,West,2525,22
60,133,North,1985,90
61,135,North,2783,32
62,137,South,2687,32
63,142,North,2741,32
64,146,South,2392,44
65,147,North,2341,22
66,150,West,2651,44
67,151,South,1909,22
68,152,West,2767,64
69,153,East,2352,32
70,154,North,2349,0
71,156,South,1763,32
72,157,East,2183,22
73,158,East,1765,32
74,164,North,2380,22
75,165,East,2599,64
76,169,West,2855,44
77,174,East,3000,32
78,176,North,2708,44
79,180,East,1813,32
80,182,East,2233,64
81,183,East,2778,44
82,186,South,2499,32
83,188,East,1751,22
84,189,South,2392,64
85,191,East,2525,44
86,193,West,2171,22
87,195,West,2358,44
88,196,East,2405,44
89,198,North,2167,32
90,199,North,1986,0
91,200,East,2052,44
92,201,West,2780,22
93,207,East,2452,64
94,208,North,2104,22
95,209,East,1948,22
96,213,West,2407,64
97,215,North,2244,22
98,216,North,2675,32
99,217,East,2027,32
100,218,North,2147,32
101,219,South,2277,32
102,222,East,1692,22
103,224,East,2180,32
104,230,West,2041,44
105,231,West,2572,44
106,232,West,2135,32
107,238,West,2368,22
108,239,South,2966,32
109,241,East,1821,64
110,242,South,1527,22
111,243,East,2349,22
112,245,South,1973,44
113,246,West,1846,0
114,247,East,1840,22
115,256,North,2441,32
116,263,East,2214,44
117,265,North,1864,44
118,266,South,2202,32
119,270,North,1830,0
120,271,West,2874,44
121,273,West,2783,32
122,277,West,2232,32
123,278,East,1924,22
124,280,West,2956,64
125,281,East,3120,32
126,282,East,2580,44
127,283,West,2024,22
128,284,East,2104,90
129,285,South,2181,64
130,289,West,1893,32
131,290,North,2144,32
132,291,East,1848,32
133,293,South,1383,32
134,294,East,2727,90
135,295,North,2470,64
136,297,East,2571,44
137,300,East,2190,32
138,301,West,2940,32
139,303,West,2257,32
140,304,North,2721,32
141,306,North,2094,32
142,308,North,2584,0
143,309,East,2738,22
144,310,East,2185,32
145,311,North,2527,90
146,312,East,2139,44
147,313,East,2549,22
148,314,North,2286,22
149,315,East,2037,32
150,316,West,3034,32
151,317,North,2071,32
152,318,West,2838,64
153,319,North,2675,64
154,321,West,2428,32
155,322,North,2764,22
156,323,East,2466,64
157,325,West,1802,32
158,326,North,2436,22
159,330,West,2023,44
160,333,West,1966,22
161,335,East,2121,32
162,337,West,1952,22
163,340,West,1865,22
164,342,West,2966,32
165,343,North,2414,44
166,346,North,1966,22
167,348,North,2184,32
168,351,South,2780,22
169,353,North,1675,32
170,355,East,2126,44
171,356,East,2148,44
172,360,North,1880,32
173,361,North,2403,44
174,362,North,1970,44
175,363,West,1988,32
176,366,North,2224,32
177,370,North,2032,32
178,371,North,2194,22
179,375,West,1769,0
180,382,East,2809,32
181,386,East,1969,32
182,387,South,2477,44
183,388,East,2108,44
184,391,East,1773,44
185,392,North,2480,64
186,393,East,2794,64
187,397,South,2816,22
188,399,East,2748,44
189,402,North,1513,32
190,409,West,2571,44
191,411,South,2423,32
192,412,West,2212,22
193,418,West,2639,44
194,419,South,2346,44
195,424,West,2436,22
196,425,West,2207,44
197,426,West,2042,64
198,429,East,1311,22
199,436,West,1991,22
200,438,West,2027,44
201,440,North,3007,44
202,442,West,2585,32
203,444,West,1848,32
204,445,East,1946,44
205,446,South,1770,44
206,447,South,2868,22
207,448,East,2068,44
208,449,East,2172,32
209,454,North,2313,44
210,456,East,2569,64
211,459,East,1642,0
212,462,South,2944,22
213,463,South,2891,44
214,467,North,2605,64
215,468,West,2370,90
216,469,West,1753,0
217,471,South,2659,22
218,476,East,2246,22
219,478,West,1999,32
220,479,East,2838,32
221,480,West,2628,32
222,481,West,2110,44
223,486,East,1677,22
224,488,West,2881,22
225,489,West,1953,64
226,490,East,2322,64
227,491,South,2849,22
228,495,North,2471,44
229,497,North,2656,32
230,504,South,2284,0
231,505,East,2147,44
232,506,West,2008,32
233,509,West,2284,32
234,512,South,2679,90
235,514,North,2746,32
236,516,North,2399,22
237,519,South,1742,22
238,520,North,2141,32
239,521,North,2635,0
240,522,West,1942,22
241,524,North,2470,32
242,525,North,2024,22
243,528,West,2241,22
244,529,South,2615,32
245,530,North,2565,22
246,533,South,2281,0
247,534,East,2379,44
248,535,North,2880,32
249,536,West,2316,22
250,538,West,1724,22
251,540,North,2512,44
252,542,East,2649,22
253,543,North,2605,64
254,544,East,2514,22
255,545,East,1796,0
256,546,East,2143,32
257,547,West,2357,22
258,548,West,2103,22
259,552,North,2706,22
260,556,North,2128,44
261,561,West,2177,44
262,562,East,2022,32
263,566,West,2393,22
264,567,East,2839,44
265,568,North,2766,64
266,569,South,1868,22
267,571,East,3179,22
268,572,North,2537,0
269,573,South,2725,64
270,574,South,2139,22
271,575,West,2043,32
272,576,East,2618,22
273,577,East,2548,22
274,578,West,2705,22
275,581,West,2184,44
276,583,West,1983,32
277,589,East,2455,32
278,594,South,2561,44
279,595,North,2674,44
280,596,North,1996,44
281,597,North,2471,22
282,598,West,1797,22
283,600,North,2263,32
284,601,North,2533,44
285,603,East,2189,64
286,608,South,2832,44
287,609,North,2395,90
288,610,South,2956,0
289,611,East,2778,32
290,613,West,2162,22
291,614,North,1858,22
292,619,North,1673,22
293,620,North,2885,22
294,624,North,2332,44
295,626,West,1831,22
296,630,West,2043,32
297,632,North,2006,44
298,633,North,2193,32
299,634,North,2981,22
300,635,North,1985,44
301,636,West,2305,22
302,637,West,1582,64
303,640,North,2271,22
304,643,West,2340,44
305,647,South,2232,22
306,651,South,2425,44
307,654,South,1896,64
308,657,North,1732,32
309,658,North,2513,44
310,660,North,2233,90
311,665,East,2254,32
312,666,East,2338,44
313,667,North,2425,64
314,669,South,2282,22
315,670,East,2537,64
316,671,West,2459,22
317,675,East,3008,22
318,680,South,2817,64
319,681,North,2206,22
320,683,South,1831,22
321,684,East,2472,44
322,685,North,2738,32
323,688,East,2385,64
324,691,West,2379,44
325,697,East,2447,22
326,698,West,2485,64
327,700,South,2508,44
328,703,North,2954,22
329,707,North,2248,32
330,711,West,2256,44
331,714,East,2443,0
332,715,North,1931,32
333,716,North,2141,32
334,718,East,2808,22
335,719,North,1658,22
336,721,West,1956,32
337,723,West,2367,44
338,724,West,2365,64
339,725,West,1934,22
340,726,East,1668,44
341,728,North,2331,22
342,731,South,2402,32
343,732,North,2353,64
344,733,North,1971,32
345,734,West,1806,22
346,735,East,2381,64
347,737,West,2173,44
348,738,North,1671,0
349,739,West,3238,22
350,745,South,2527,22
351,747,West,2755,32
352,748,West,1778,64
353,749,North,2645,44
354,750,North,2574,44
355,755,South,2601,64
356,756,South,2145,44
357,757,South,2730,0
358,759,West,1809,22
359,765,North,2093,64
360,767,East,2266,64
361,768,West,2260,44
362,773,North,2158,22
363,774,East,1716,22
364,778,East,2170,32
365,779,West,2087,32
366,780,North,2033,44
367,789,West,2579,64
368,792,East,2210,44
369,794,East,2442,22
370,797,North,2404,64
371,798,North,2224,64
372,799,South,2464,44
373,800,South,2860,32
374,801,South,2391,44
375,802,West,2832,44
376,803,South,1855,22
377,805,South,2338,64
378,807,South,1905,44
379,808,South,1808,0
380,809,East,2146,22
381,811,West,2120,22
382,812,North,2535,44
383,817,South,1684,32
384,818,East,2470,32
385,820,South,1926,32
386,821,West,2589,22
387,825,East,2269,44
388,826,South,2447,44
389,827,West,2313,90
390,828,North,2159,32
391,831,East,2911,0
392,832,West,2978,0
393,837,West,1965,32
394,839,South,3137,22
395,841,North,2864,32
396,842,West,2861,44
397,847,West,2186,44
398,853,North,2912,22
399,856,North,2409,64
400,857,North,2209,0
401,859,West,1559,44
402,861,North,2161,22
403,863,South,2457,32
404,866,West,1865,32
405,868,East,2433,22
406,869,East,1960,32
407,870,East,1974,32
408,872,West,2120,22
409,873,East,2486,32
410,874,West,1678,64
411,875,East,2672,44
412,877,South,2771,22
413,879,West,1764,32
414,881,East,2975,22
415,885,East,2481,32
416,886,North,2296,22
417,887,South,2620,22
418,888,North,1787,22
419,893,South,2936,0
420,894,North,2664,64
421,896,West,2755,44
422,897,East,2832,44
423,898,North,2527,22
424,900,West,2147,32
425,901,South,1746,22
426,902,East,2589,64
427,903,South,2931,0
428,905,East,2144,32
429,908,West,2084,32
430,911,West,1873,32
431,913,North,2617,22
432,914,West,2266,44
433,917,South,2273,64
434,918,West,3003,32
435,921,East,1514,0
436,926,East,2124,44
437,927,North,1857,64
438,931,West,2034,64
439,932,East,1609,44
440,937,South,2680,22
441,939,West,1900,22
442,940,North,1997,64
443,941,North,2888,44
444,943,West,1954,22
445,954,South,2169,44
446,956,West,2499,64
447,957,West,2584,0
448,958,North,2256,32
449,959,West,3199,32
450,962,East,2693,64
451,966,West,1915,22
452,968,North,2757,32
453,969,East,2040,32
454,970,North,2671,64
455,973,North,1966,64
456,974,South,2153,44
457,975,West,1933,32
458,976,North,2755,22
459,978,East,2381,22
460,979,East,2473,22
461,982,East,2588,32
462,984,East,1923,22
463,992,West,1962,22
464,993,South,2012,22
465,994,East,1564,22
466,998,North,2218,64
467,1001,North,2237,32
468,1002,South,1702,22
469,1004,North,2063,32
470,1005,West,1888,22
471,1006,West,2168,64
472,1008,North,1929,44
473,1009,North,1918,64
474,1010,West,2025,44
475,1013,North,1905,32
476,1014,East,2782,22
477,1017,North,2949,32
478,1018,North,2039,22
479,1019,North,2468,64
480,1022,South,2372,44
481,1031,South,2057,32
482,1032,East,2176,64
483,1033,East,2814,0
484,1037,West,1944,22
485,1039,North,2410,32
486,1040,South,2660,22
487,1041,West,1820,32
488,1042,South,2404,0
489,1051,North,1788,32
490,1052,East,2417,32
491,1054,North,3080,22
492,1057,West,2471,44
493,1059,West,1938,32
494,1061,South,1866,32
495,1066,North,2644,32
496,1069,North,1830,22
497,1071,East,1825,44
498,1076,West,2172,32
499,1077,North,2023,44
500,1079,East,2464,90
501,1086,West,1705,0
502,1087,East,2918,0
503,1088,South,2058,64
504,1089,North,1916,22
505,1090,South,2181,32
506,1095,West,2091,44
507,1098,South,1773,22
508,1099,North,2201,32
509,1100,East,2659,44
510,1104,South,1860,32
511,1107,East,2787,22
512,1110,East,3131,22
513,1111,West,2698,64
514,1113,East,2883,32
515,1115,North,2815,0
516,1116,West,2194,64
517,1117,South,2266,32
518,1118,East,2247,32
519,1119,West,1881,22
520,1120,West,1953,22
521,1124,North,2918,44
522,1125,East,2871,22
523,1126,North,2054,32
524,1127,West,1861,22
525,1128,East,1862,22
526,1129,West,2127,22
527,1130,East,2515,44
528,1131,North,1702,0
529,1133,East,1960,64
530,1137,South,1830,22
531,1138,South,2177,22
532,1141,North,1970,44
533,1142,East,2668,22
534,1146,West,1617,22
535,1147,North,2850,64
536,1148,East,2520,44
537,1150,West,2106,22
538,1151,East,2214,44
539,1154,West,1710,22
540,1156,West,2199,0
541,1157,North,2535,64
542,1158,North,1874,32
543,1159,South,2327,32
544,1161,North,2694,32
545,1165,West,2790,44
546,1166,East,1846,22
547,1170,East,2268,22
548,1171,East,2212,22
549,1172,West,2019,32
550,1176,West,1902,32
551,1177,West,1691,0
552,1178,West,3001,22
553,1179,West,2241,64
554,1180,West,2179,32
555,1181,East,2548,22
556,1182,South,2566,44
557,1184,East,2184,22
558,1185,South,2769,44
559,1187,West,2272,0
560,1192,South,1998,32
561,1193,East,2727,32
562,1194,East,2584,44
563,1195,East,2757,22
564,1196,East,2239,32
565,1197,East,2163,64
566,1199,North,2429,32
567,1201,North,2345,32
568,1204,East,2755,22
569,1205,West,1693,0
570,1206,North,2776,44
571,1209,South,2656,0
572,1211,East,2908,44
573,1214,South,2326,44
574,1215,South,1891,0
575,1218,South,2327,64
576,1219,South,1756,44
577,1220,East,2202,44
578,1222,West,2293,64
579,1223,East,2701,44
580,1225,West,1784,44
581,1226,North,2523,22
582,1227,South,1740,32
583,1228,West,1630,0
584,1230,North,1961,22
585,1231,East,2752,22
586,1233,West,2694,44
587,1235,North,2206,44
588,1236,North,2561,32
589,1239,South,2644,64
590,1241,East,1902,32
591,1242,North,2337,32
592,1245,East,2478,64
593,1246,West,1870,22
594,1247,West,2909,44
595,1251,East,2709,0
596,1253,West,1632,22
597,1254,West,2875,22
598,1256,East,2461,22
599,1260,West,1622,0
600,1261,North,2226,44
601,1262,East,2807,64
602,1264,West,2433,44
603,1266,West,1977,32
604,1270,South,2739,64
605,1271,South,2846,0
606,1274,North,1972,64
607,1275,East,2207,64
608,1276,East,1723,32
609,1277,West,1896,44
610,1279,North,1832,32
611,1280,East,2805,64
612,1283,South,2025,22
613,1288,West,2326,64
614,1291,South,1987,32
615,1292,North,2773,64
616,1293,West,2238,64
617,1299,North,2462,22
618,1301,East,2445,64
619,1304,South,2179,32
620,1305,South,3090,32
621,1306,North,1835,32
622,1308,North,2631,44
623,1309,West,2337,22
624,1310,South,2012,22
625,1312,East,2829,64
626,1314,South,2791,44
627,1315,West,2260,32
628,1316,South,1613,44
629,1317,West,1534,32
630,1318,East,2775,32
631,1320,West,2713,32
632,1321,South,2227,64
633,1322,West,2429,32
634,1326,South,1709,22
635,1329,North,2053,44
636,1332,East,1841,22
637,1336,North,2270,22
638,1337,West,1857,22
639,1338,North,2877,22
640,1341,East,2819,32
641,1342,West,2297,44
642,1344,South,1954,22
643,1345,West,1644,0
644,1346,West,1750,0
645,1348,North,2659,44
646,1349,East,1832,22
647,1350,East,2704,64
648,1354,West,2382,44
649,1355,South,2629,22
650,1357,North,2719,22
651,1359,East,2364,22
652,1362,East,2674,22
653,1364,East,2575,22
654,1365,South,1759,22
655,1366,West,3018,32
656,1367,East,2479,44
657,1369,East,2314,22
658,1370,West,1903,22
659,1371,East,1967,22
660,1373,North,1856,0
661,1374,West,2347,22
662,1375,North,2782,44
663,1376,West,2049,22
664,1377,North,1954,22
665,1379,South,2417,32
666,1385,East,2008,32
667,1386,North,2528,32
668,1387,South,1753,0
669,1388,North,2511,64
670,1390,West,1700,22
671,1392,East,2400,0
672,1393,East,1675,32
673,1394,South,2922,22
674,1396,West,2464,64
675,1397,North,1701,32
676,1398,East,2189,32
677,1401,South,2153,22
678,1404,West,2769,44
679,1405,North,2558,32
680,1407,East,2495,64
681,1408,East,2509,64
682,1410,North,2710,22
683,1413,West,2108,22
684,1415,East,1717,22
685,1417,South,1739,22
686,1418,North,1633,22
687,1420,North,2324,0
688,1423,South,2977,22
689,1424,South,1995,22
690,1426,South,2858,44
691,1427,West,2881,32
692,1428,West,2574,22
693,1429,North,2099,32
694,1431,East,2358,32
695,1432,East,2943,32
696,1434,West,2670,32
697,1435,East,2124,22
698,1436,North,2131,44
699,1437,East,2552,64
700,1439,East,1844,64
701,1443,East,2574,44
702,1448,West,1963,22
703,1449,East,2672,32
704,1452,North,2357,22
705,1453,East,2168,32
706,1455,North,2945,90
707,1457,East,2516,22
708,1459,North,2495,64
709,1460,South,2935,22
710,1461,West,2049,22
711,1463,South,2746,22
712,1464,North,2075,90
713,1465,East,2208,64
714,1468,North,1888,32
715,1469,South,2297,22
716,1471,West,2499,32
717,1472,West,2124,0
718,1474,North,2458,90
719,1477,East,2942,64
720,1479,South,2363,44
721,1485,North,2203,64
722,1487,North,1970,44
723,1488,North,2943,32
724,1490,West,2340,64
725,1491,South,2787,44
726,1493,North,2221,32
727,1496,East,2115,22
728,1497,North,1667,44
729,1498,West,2091,22
730,1500,North,2861,22
731,1501,West,2629,44
732,1502,North,2199,32
733,1503,West,2700,44
734,1504,South,1853,64
735,1507,South,2807,64
736,1508,West,2381,44
737,1509,North,2741,22
738,1510,North,2949,64
739,1513,East,1894,32
740,1514,East,2621,64
741,1515,South,2987,22
742,1518,West,1854,0
743,1520,East,2307,22
744,1523,East,2545,44
745,1524,East,2795,32
746,1526,South,1782,32
747,1528,West,2646,32
748,1530,East,2950,64
749,1532,West,1571,32
750,1533,North,2683,22
751,1535,West,2328,0
752,1537,East,2055,44
753,1538,West,2020,22
754,1539,East,2017,64
755,1540,North,2529,0
756,1542,North,2347,90
757,1544,North,1741,0
758,1547,North,1990,32
759,1548,North,2131,22
760,1552,West,2052,32
761,1554,South,2243,0
762,1557,East,2858,32
763,1559,East,2006,22
764,1560,East,1878,22
765,1563,East,2171,32
766,1566,North,1992,22
767,1568,West,2218,64
768,1569,South,2253,64
769,1572,West,2135,32
770,1577,East,1853,0
771,1578,North,2188,64
772,1579,South,2293,44
773,1583,South,1787,0
774,1586,West,2067,44
775,1589,North,2230,32
776,1591,East,2615,64
777,1594,West,1961,32
778,1596,West,2695,32
779,1600,East,2268,32
780,1602,West,2711,22
781,1603,West,2003,0
782,1604,East,2579,44
783,1612,North,2437,32
784,1614,East,2308,90
785,1615,South,2125,44
786,1618,West,2157,22
787,1619,North,2330,90
788,1622,West,2610,22
789,1628,East,2407,22
790,1629,East,2431,44
791,1630,East,2383,64
792,1635,East,2399,22
793,1637,North,2694,44
794,1639,South,2173,22
795,1641,East,2791,64
796,1642,East,2142,64
797,1647,North,2074,44
798,1650,South,1732,44
799,1652,East,2376,0
800,1653,East,2563,64
801,1655,West,2005,32
802,1656,South,2847,22
803,1657,West,1599,0
804,1658,North,1988,44
805,1659,South,1743,32
806,1660,North,2029,44
807,1661,South,1835,44
808,1662,North,2829,22
809,1666,West,2903,32
810,1668,North,2558,32
811,1669,South,2546,22
812,1671,North,2492,44
813,1673,East,2102,64
814,1674,East,1800,64
815,1676,North,1912,64
816,1678,East,2794,44
817,1680,North,3010,32
818,1682,West,2441,32
819,1684,East,2167,32
820,1686,West,1962,22
821,1689,East,2841,64
822,1693,East,1998,22
823,1694,East,2980,64
824,1697,East,2490,32
825,1699,South,2926,0
826,1700,West,2467,22
827,1704,West,2305,22
828,1706,East,1964,32
829,1707,North,2411,22
830,1708,South,2023,32
831,1710,East,1796,32
832,1711,West,1871,22
833,1713,South,1848,32
834,1714,West,1687,64
835,1715,North,2622,64
836,1716,East,2460,90
837,1718,West,2205,44
838,1723,North,2006,44
839,1724,East,1831,22
840,1726,East,2824,44
841,1727,South,2567,64
842,1729,West,2156,44
843,1731,North,2842,22
844,1732,West,1722,22
845,1735,East,2226,0
846,1737,West,1997,64
847,1748,West,1739,22
848,1751,East,2264,90
849,1752,South,2383,22
850,1754,North,2293,64
851,1758,West,2379,44
852,1760,East,2260,22
853,1762,West,2992,0
854,1767,West,3000,64
855,1772,West,2735,44
856,1774,South,1867,64
857,1779,North,1839,32
858,1780,South,3334,22
859,1781,South,2189,32
860,1782,North,2085,22
861,1784,South,2504,32
862,1785,West,2054,0
863,1787,South,2968,32
864,1788,East,1662,44
865,1789,North,2389,32
866,1791,East,2254,64
867,1792,East,2071,0
868,1796,South,1790,32
869,1799,North,2743,0
870,1800,South,2579,64
871,1802,East,2485,22
872,1803,West,1622,22
873,1804,East,1977,32
874,1805,North,1948,22
875,1809,East,2590,22
876,1810,East,2268,32
877,1811,North,2393,64
878,1812,North,2633,44
879,1819,East,2389,44
880,1822,East,2912,44
881,1824,North,2114,32
882,1826,North,2274,64
883,1828,East,1665,22
884,1830,East,2275,44
885,1832,South,2426,22
886,1834,South,2709,44
887,1835,North,3006,32
888,1836,North,2188,64
889,1837,East,2390,44
890,1838,East,2597,64
891,1840,North,1765,32
892,1842,South,2402,0
893,1844,West,2133,0
894,1849,West,2202,32
895,1853,West,2898,32
896,1854,West,2870,0
897,1858,East,3158,22
898,1859,West,1903,22
899,1860,West,2832,32
900,1861,South,2427,32
901,1862,South,2867,32
902,1865,East,1661,64
903,1866,East,3122,64
904,1868,North,2374,22
905,1869,East,2231,0
906,1870,East,2440,22
907,1871,West,2650,32
908,1872,North,2379,64
909,1874,East,2268,22
910,1875,East,2223,64
911,1878,North,2762,44
912,1880,East,1961,22
913,1881,West,2348,32
914,1882,North,1751,22
915,1886,East,2846,64
916,1888,North,2589,22
917,1890,East,2348,22
918,1891,West,2086,32
919,1895,East,2222,22
920,1901,North,2186,22
921,1902,North,2472,64
922,1909,West,1759,22
923,1910,West,2383,64
924,1911,North,2259,22
925,1912,North,1835,64
926,1913,North,2497,44
927,1915,East,2136,0
928,1917,South,1739,22
929,1919,West,2363,44
930,1920,East,2194,22
931,1923,West,2120,44
932,1924,East,1855,0
933,1927,North,1944,44
934,1928,East,2470,32
935,1929,West,2855,44
936,1935,East,1787,22
937,1936,West,1963,32
938,1938,West,2119,44
939,1939,West,2614,64
940,1940,West,2770,22
941,1942,East,2091,44
942,1949,South,2483,44
943,1950,East,2312,64
944,1953,North,3034,22
945,1954,North,2612,22
946,1955,East,2029,64
947,1957,North,3015,22
948,1958,South,2180,44
949,1960,West,2274,64
950,1961,West,1795,32
951,1963,East,1757,32
952,1965,West,2861,44
953,1966,North,2062,32
954,1967,North,2251,32
955,1968,West,2048,64
956,1972,North,2524,64
957,1974,East,2339,32
958,1976,West,1720,0
959,1981,East,2043,0
960,1986,South,2810,44
961,1989,East,3031,32
962,1990,South,1794,0
963,1991,West,2317,64
964,1992,West,2397,90
965,1995,North,2349,22
966,1997,East,2981,44
967,1998,South,2796,44
968,1999,North,2698,32
969,2001,West,2560,0
970,2002,North,2943,22
971,2003,North,2107,44
972,2007,North,1724,22
973,2010,East,2883,0
974,2011,East,1865,22
975,2013,North,2456,64
976,2018,North,2955,22
977,2019,North,1859,22
978,2021,North,2613,32
979,2022,North,2915,32
980,2024,North,2720,22
981,2026,North,2766,22
982,2027,East,2621,44
983,2029,South,1884,32
984,2031,North,2243,44
985,2032,South,2417,32
986,2034,East,2514,64
987,2035,North,1674,64
988,2038,North,2273,64
989,2039,North,3135,64
990,2040,North,2397,64
991,2044,North,2745,22
992,2045,West,2205,32
993,2046,North,1807,0
994,2050,North,1960,32
995,2051,South,3012,0
996,2052,East,3015,32
997,2054,East,2097,22
998,2058,South,1766,32
999,2059,North,2158,90
1000,2060,West,1850,32
1001,2061,North,2676,44
1002,2065,East,2551,32
1003,2066,North,1733,64
1004,2067,East,2279,32
1005,2069,West,2115,22
1006,2070,South,1733,22
1007,2072,East,2197,44
1008,2074,North,2905,64
1009,2075,North,2123,44
1010,2078,North,1830,32
1011,2079,East,1670,32
1012,2080,West,2006,64
1013,2081,East,2295,22
1014,2082,East,2642,32
1015,2083,West,2091,44
1016,2085,North,1655,22
1017,2086,North,1888,64
1018,2087,North,2948,44
1019,2089,North,3088,22
1020,2091,East,3267,44
1021,2097,North,2213,32
1022,2098,South,2152,44
1023,2100,East,2309,32
1024,2103,East,2540,0
1025,2104,South,2370,22
1026,2112,North,2387,44
1027,2114,North,2880,22
1028,2115,West,2008,32
1029,2117,East,2812,22
1030,2120,North,2250,64
1031,2122,North,1910,44
1032,2126,West,1942,22
1033,2127,West,3037,0
1034,2128,West,1946,32
1035,2130,East,2267,64
1036,2132,South,2682,22
1037,2134,North,1941,44
1038,2136,East,2038,64
1039,2139,East,2048,64
1040,2140,North,2724,44
1041,2141,West,2362,64
1042,2143,South,2787,64
1043,2144,East,2192,32
1044,2146,West,2798,22
1045,2150,East,2188,32
1046,2151,North,2441,44
1047,2153,East,2885,44
1048,2156,East,1930,32
1049,2157,North,2611,22
1050,2158,East,1994,44
1051,2162,East,2598,44
1052,2163,South,2226,44
1053,2168,East,2199,0
1054,2176,North,2041,44
1055,2179,South,2590,32
1056,2182,East,2185,64
1057,2184,South,2027,22
1058,2186,West,2571,44
1059,2187,West,2644,32
1060,2190,North,1865,22
1061,2192,West,2770,32
1062,2193,East,2757,64
1063,2194,West,2060,44
1064,2196,West,2415,44
1065,2197,West,2969,90
1066,2198,North,2256,22
1067,2199,South,2189,64
1068,2200,North,1566,32
1069,2202,South,2140,22
1070,2203,West,1735,44
1071,2207,South,2299,44
1072,2212,North,2530,64
1073,2213,West,2479,44
1074,2214,East,2303,32
1075,2215,West,2232,64
1076,2219,West,1860,32
1077,2220,South,2378,32
1078,2226,West,2837,44
1079,2227,North,1899,22
1080,2228,West,2422,64
1081,2235,North,1665,32
1082,2244,East,2309,22
1083,2248,North,2478,64
1084,2257,North,2637,22
1085,2260,West,2574,44
1086,2261,West,3084,0
1087,2265,West,2183,22
1088,2266,South,2933,32
1089,2267,North,2859,44
1090,2269,North,3199,0
1091,2271,South,1766,22
1092,2272,North,2277,32
1093,2274,South,2372,44
1094,2276,North,2302,32
1095,2278,North,2414,22
1096,2281,East,1996,32
1097,2283,West,1889,22
1098,2284,South,2608,32
1099,2289,East,2666,32
1100,2293,North,1806,32
1101,2298,East,2087,64
1102,2300,West,1915,44
1103,2302,East,2787,64
1104,2305,North,1989,0
1105,2306,North,2825,32
1106,2307,West,2026,22
1107,2312,West,2453,64
1108,2315,South,1719,0
1109,2316,South,2687,32
1110,2317,North,2578,44
1111,2318,North,2322,0
1112,2320,South,1898,32
1113,2322,North,1841,22
1114,2323,North,2092,44
1115,2324,West,2856,64
1116,2326,East,2660,44
1117,2327,West,1737,22
1118,2329,North,2708,22
1119,2330,North,1841,22
1120,2332,West,1867,32
1121,2333,West,1921,22
1122,2335,East,2269,22
1123,2336,West,2727,22
1124,2337,West,2086,22
1125,2338,North,2565,44
1126,2339,South,2598,32
1127,2342,West,2411,64
1128,2346,West,2464,44
1129,2347,South,2962,22
1130,2348,North,2131,32
1131,2350,West,2035,64
1132,2352,East,2348,44
1133,2355,East,2270,0
1134,2357,West,2414,32
1135,2359,North,2589,22
1136,2361,East,1860,44
1137,2363,West,2234,90
1138,2364,North,2142,32
1139,2368,East,2124,22
1140,2369,South,1934,22
1141,2378,East,2699,44
1142,2381,North,2747,22
1143,2384,North,1992,0
1144,2388,West,2759,32
1145,2390,East,2797,44
1146,2392,West,2803,64
1147,2394,West,2239,64
1148,2395,East,2287,64
1149,2396,South,2433,90
1150,2397,South,2038,32
1151,2400,North,1856,32
1152,2401,South,1798,44
1153,2407,East,1972,22
1154,2412,South,2812,64
1155,2414,East,2619,22
1156,2415,South,2528,22
1157,2416,West,2355,44
1158,2417,East,2986,32
1159,2418,East,2239,0
1160,2420,North,2859,32
1161,2422,North,2366,64
1162,2423,East,2356,64
1163,2425,East,3004,64
1164,2427,West,2072,22
1165,2429,East,2605,32
1166,2430,South,2636,64
1167,2433,West,2582,44
1168,2434,West,2005,32
1169,2437,South,2143,64
1170,2441,North,1406,64
1171,2442,West,2002,22
1172,2444,East,2753,64
1173,2447,South,2185,64
1174,2448,West,2213,44
1175,2450,West,2958,32
1176,2452,West,2091,44
1177,2454,North,3103,22
1178,2455,West,2241,44
1179,2457,West,2140,22
1180,2458,East,2300,32
1181,2460,North,2213,22
1182,2464,East,2957,22
1183,2468,East,2519,32
1184,2470,East,2025,22
1185,2471,North,2711,32
1186,2472,West,1487,32
1187,2473,North,2890,22
