forest_topo_id,severity_id,asp,dem,slope
4656,9645,North,2342,64
4657,9646,South,1927,32
4658,9647,North,2963,22
4659,9649,East,2708,22
4660,9651,South,2976,22
4661,9655,South,2958,44
4662,9657,East,2846,0
4663,9659,North,2361,44
4664,9662,East,2103,44
4665,9670,North,2401,32
4666,9671,North,3027,64
4667,9672,North,1962,44
4668,9673,South,1913,32
4669,9674,West,2099,22
4670,9676,East,1978,64
4671,9680,South,2448,64
4672,9683,West,1947,22
4673,9684,West,2070,32
4674,9685,North,2158,32
4675,9687,West,2268,32
4676,9688,North,1910,44
4677,9689,West,2766,22
4678,9690,North,2881,44
4679,9693,East,2075,44
4680,9694,North,2213,0
4681,9699,East,1803,0
4682,9701,South,1887,22
4683,9702,East,3166,22
4684,9705,North,2342,32
4685,9706,North,2523,32
4686,9707,North,2045,44
4687,9713,East,2300,44
4688,9714,North,2223,44
4689,9715,East,2554,90
4690,9716,North,2269,90
4691,9720,East,2758,32
4692,9723,North,2815,44
4693,9728,East,2002,44
4694,9729,East,2616,64
4695,9733,East,2719,32
4696,9734,West,1750,22
4697,9735,East,2658,22
4698,9740,North,2013,32
4699,9741,South,3170,0
4700,9742,East,2061,32
4701,9743,West,2007,22
4702,9744,East,2112,32
4703,9746,West,1879,44
4704,9748,West,1719,32
4705,9749,North,1856,44
4706,9753,West,2496,64
4707,9754,West,2107,0
4708,9755,East,2757,44
4709,9757,West,1834,44
4710,9758,East,2518,64
4711,9759,North,2172,64
4712,9761,North,1760,22
4713,9763,North,2371,64
4714,9764,West,2326,44
4715,9765,West,2829,64
4716,9767,South,3028,44
4717,9769,North,2393,0
4718,9770,North,2209,32
4719,9771,West,1764,0
4720,9773,North,2354,44
4721,9774,West,2654,32
4722,9776,West,2490,22
4723,9777,North,1934,44
4724,9781,North,2898,44
4725,9783,East,1831,0
4726,9785,West,2096,32
4727,9791,North,2504,44
4728,9794,North,2922,44
4729,9795,South,3076,64
4730,9796,East,2125,44
4731,9799,North,2138,44
4732,9801,East,2902,0
4733,9804,West,1882,32
4734,9805,West,1889,44
4735,9812,East,2892,22
4736,9813,West,2133,0
4737,9814,South,1935,44
4738,9816,West,2381,44
4739,9818,North,2217,32
4740,9819,East,2644,64
4741,9820,East,2639,22
4742,9821,West,1681,22
4743,9824,North,2252,64
4744,9826,East,1978,22
4745,9828,East,2250,32
4746,9830,East,2218,44
4747,9831,West,1532,22
4748,9832,East,2886,44
4749,9833,South,2379,44
4750,9835,North,1920,32
4751,9836,South,1936,22
4752,9837,East,2507,64
4753,9838,North,2900,32
4754,9839,West,2151,0
4755,9842,South,2451,22
4756,9843,North,2391,0
4757,9844,West,3021,22
4758,9847,East,2694,90
4759,9850,North,2222,32
4760,9852,East,2026,44
4761,9854,South,1741,64
4762,9857,West,2294,44
4763,9858,West,2282,22
4764,9859,South,2408,32
4765,9863,East,2762,44
4766,9864,North,2437,64
4767,9865,East,2336,64
4768,9867,East,2548,64
4769,9869,South,2265,32
4770,9871,South,2860,32
4771,9873,West,2254,32
4772,9876,East,2132,32
4773,9877,East,2326,44
4774,9885,East,3066,64
4775,9888,East,2111,32
4776,9890,West,1786,32
4777,9892,East,2501,44
4778,9896,West,2285,90
4779,9899,East,1833,22
4780,9900,East,2930,22
4781,9902,South,1942,32
4782,9904,West,1823,22
4783,9905,East,3025,44
4784,9906,North,1962,64
4785,9909,West,2669,44
4786,9910,East,2439,32
4787,9911,West,2367,32
4788,9912,North,2230,44
4789,9915,South,2779,64
4790,9918,East,1746,22
4791,9919,West,2589,32
4792,9922,East,2230,32
4793,9923,East,2913,22
4794,9924,East,2244,22
4795,9926,North,2608,32
4796,9927,West,2070,32
4797,9929,North,2573,32
4798,9930,West,2134,22
4799,9931,North,2737,64
4800,9932,North,2407,32
4801,9935,West,2743,44
4802,9936,East,2304,32
4803,9937,East,2414,32
4804,9938,East,1641,32
4805,9941,North,2990,44
4806,9942,North,1838,44
4807,9944,North,2338,44
4808,9945,East,2340,22
4809,9946,East,1653,22
4810,9948,East,2467,32
4811,9951,South,2862,44
4812,9952,West,3000,32
4813,9955,South,1877,22
4814,9956,South,2379,22
4815,9957,North,1629,22
4816,9964,South,2362,22
4817,9965,North,2439,90
4818,9966,North,2009,22
4819,9969,North,2106,22
4820,9971,South,1908,22
4821,9972,South,1949,22
4822,9973,West,2363,32
4823,9974,North,2735,32
4824,9975,East,2976,32
4825,9977,East,1730,0
4826,9978,East,2659,44
4827,9980,South,2355,64
4828,9983,West,2295,90
4829,9985,East,2122,32
4830,9986,North,2371,44
4831,9987,East,2363,32
4832,9992,West,1749,22
4833,9995,West,1749,44
4834,9998,South,2251,32
4835,9999,West,2909,22
4836,10000,South,2530,22
4837,10003,East,2632,32
4838,10004,North,3146,22
4839,10013,West,1598,22
4840,10014,North,3069,44
4841,10015,West,2410,32
4842,10016,South,2066,32
4843,10019,South,1897,0
4844,10021,South,2339,44
4845,10023,South,2069,32
4846,10024,East,1891,32
4847,10026,South,1887,22
4848,10027,North,2738,32
4849,10029,South,2285,22
4850,10033,West,2513,22
4851,10035,West,1634,0
4852,10036,South,1938,22
4853,10037,East,1644,0
4854,10038,North,2787,0
4855,10039,North,2766,22
4856,10041,North,2190,32
4857,10043,West,2054,32
4858,10044,West,1930,22
4859,10046,West,2621,44
4860,10050,East,2587,44
4861,10051,North,2621,44
4862,10055,South,1858,32
4863,10056,North,1818,22
4864,10057,West,2155,22
4865,10058,East,1683,0
4866,10062,West,1688,32
4867,10064,East,1907,32
4868,10066,North,2260,0
4869,10067,West,2131,22
4870,10071,South,1895,22
4871,10072,West,1848,44
4872,10075,East,2183,32
4873,10076,East,2098,64
4874,10077,West,1740,32
4875,10081,North,1916,32
4876,10082,South,3223,44
4877,10083,South,2755,64
4878,10086,North,2371,44
4879,10088,South,1965,32
4880,10091,West,1930,64
4881,10092,North,2098,44
4882,10093,East,1992,22
4883,10095,East,1729,22
4884,10096,South,2480,44
4885,10097,North,2930,22
4886,10098,East,2293,32
4887,10100,North,2845,64
4888,10102,East,2313,90
4889,10110,South,2983,32
4890,10111,West,2360,32
4891,10116,North,2025,32
4892,10117,North,2501,32
4893,10120,East,2269,32
4894,10121,North,2081,64
4895,10123,North,2377,44
4896,10124,South,2355,22
4897,10125,West,1549,32
4898,10129,North,2713,64
4899,10130,West,2334,22
4900,10135,East,2503,44
4901,10136,North,2488,22
4902,10137,North,2065,64
4903,10139,North,2954,22
4904,10140,West,2326,64
4905,10142,North,2029,22
4906,10144,East,3039,22
4907,10147,East,2627,44
4908,10148,North,2740,0
4909,10149,East,2036,44
4910,10150,North,3001,32
4911,10153,East,2866,32
4912,10155,West,2987,0
4913,10159,East,2569,22
4914,10160,West,2554,44
4915,10161,North,2511,22
4916,10162,South,2585,44
4917,10167,South,2332,32
4918,10169,East,2722,64
4919,10172,North,2073,64
4920,10173,North,2646,22
4921,10175,North,2374,32
4922,10177,North,2233,32
4923,10178,North,1534,22
4924,10179,East,2410,64
4925,10181,West,2383,32
4926,10183,North,1618,22
4927,10184,East,2127,44
4928,10186,North,2887,22
4929,10187,North,2729,22
4930,10188,West,1995,32
4931,10191,West,2202,32
4932,10194,West,1904,44
4933,10195,North,2160,32
4934,10197,West,1927,44
4935,10201,North,2541,22
4936,10204,East,2828,64
4937,10207,North,2927,22
4938,10210,South,1873,22
4939,10211,South,1730,22
4940,10214,East,2890,32
4941,10216,East,2309,22
4942,10217,East,2099,44
4943,10219,North,2452,44
4944,10220,East,2758,32
4945,10223,North,2448,32
4946,10224,West,3062,64
4947,10225,North,2461,22
4948,10226,North,2259,22
4949,10228,East,1929,32
4950,10230,East,2974,44
4951,10231,South,1659,44
4952,10232,West,2072,32
4953,10238,East,2416,44
4954,10239,North,2212,64
4955,10243,West,2264,22
4956,10244,North,2187,22
4957,10245,North,2546,32
4958,10247,North,2470,32
4959,10249,North,2688,44
4960,10256,North,1843,22
4961,10257,East,2290,44
4962,10259,East,2833,44
4963,10261,West,2411,64
4964,10262,North,2185,32
4965,10266,North,2554,22
4966,10267,East,1697,22
4967,10268,West,2297,64
4968,10269,East,1793,32
4969,10270,West,1675,0
4970,10275,East,1558,22
4971,10277,North,2630,32
4972,10279,West,2579,64
4973,10280,West,2370,22
4974,10281,North,2393,22
4975,10284,East,2222,22
4976,10287,West,2022,22
4977,10288,South,2806,22
4978,10291,East,1859,44
4979,10292,West,2140,64
4980,10293,West,1777,32
4981,10294,South,1791,22
4982,10298,West,2143,32
4983,10299,North,2751,64
4984,10301,North,2383,44
4985,10302,South,2067,22
4986,10303,North,2472,32
4987,10306,North,2878,44
4988,10309,East,2532,22
4989,10310,West,2011,22
4990,10312,West,2459,44
4991,10313,South,1925,22
4992,10317,North,1836,0
4993,10319,West,1638,22
4994,10322,West,2965,32
4995,10323,North,2040,22
4996,10328,North,2389,32
4997,10330,North,2742,32
4998,10332,West,1802,22
4999,10333,East,1633,0
5000,10335,West,1694,22
5001,10338,North,2769,44
5002,10339,North,2272,64
5003,10340,South,2152,64
5004,10342,West,2727,90
5005,10344,West,2900,64
5006,10346,East,3141,22
5007,10347,East,2812,64
5008,10350,West,1718,0
5009,10351,West,2555,22
5010,10352,East,2318,22
5011,10354,North,2374,64
5012,10355,East,2257,0
5013,10356,West,2675,44
5014,10359,North,2529,64
5015,10362,East,2096,32
5016,10365,North,2826,32
5017,10366,West,2271,44
5018,10367,South,2956,44
5019,10368,East,2592,32
5020,10369,West,2174,44
5021,10372,West,1886,44
5022,10374,South,2541,32
5023,10375,West,2890,22
5024,10378,East,2692,64
5025,10379,West,2603,64
5026,10382,East,2771,44
5027,10383,East,2440,32
5028,10388,South,2741,44
5029,10389,West,2251,44
5030,10390,North,2164,22
5031,10392,South,2210,22
5032,10394,North,1949,32
5033,10395,South,2384,32
5034,10396,West,2242,64
5035,10397,West,2084,64
5036,10398,West,1940,22
5037,10399,East,2957,22
5038,10405,East,3130,32
5039,10406,North,2474,32
5040,10411,South,2531,44
5041,10413,North,2108,32
5042,10417,East,2241,32
5043,10418,East,2252,44
5044,10420,East,2530,64
5045,10424,North,1575,32
5046,10425,North,2270,90
5047,10426,North,1758,0
5048,10427,North,2671,32
5049,10428,South,2289,44
5050,10429,West,1953,0
5051,10432,North,2232,32
5052,10435,South,2135,32
5053,10436,West,2149,22
5054,10437,South,3017,22
5055,10439,North,2256,32
5056,10443,East,2764,0
5057,10444,East,1900,22
5058,10445,West,2456,32
5059,10446,North,1961,32
5060,10447,East,2293,22
5061,10450,North,2132,0
5062,10453,North,2188,22
5063,10454,West,2195,32
5064,10459,North,2525,22
5065,10462,East,3021,64
5066,10464,East,2602,44
5067,10465,East,2541,22
5068,10467,East,2055,32
5069,10469,West,2599,32
5070,10470,South,2350,22
5071,10471,North,2492,90
5072,10474,South,2431,32
5073,10475,West,2706,44
5074,10477,North,2702,64
5075,10479,West,2353,32
5076,10482,South,2675,64
5077,10483,West,2631,64
5078,10488,South,2376,44
5079,10489,West,2502,64
5080,10490,West,2731,64
5081,10491,West,1990,22
5082,10493,East,2451,22
5083,10494,West,2462,0
5084,10496,East,1806,32
5085,10497,West,1890,64
5086,10500,West,2075,32
5087,10502,North,1878,44
5088,10505,South,2037,32
5089,10506,West,1897,0
5090,10508,East,2403,0
5091,10509,East,2341,22
5092,10511,South,1837,22
5093,10514,North,2153,64
5094,10515,East,2896,44
5095,10518,North,2086,32
5096,10519,East,2561,64
5097,10520,North,1977,22
5098,10530,East,2311,22
5099,10533,East,2057,22
5100,10535,South,1870,44
5101,10539,West,2641,0
5102,10542,South,2731,32
5103,10545,South,1790,32
5104,10548,West,3223,22
5105,10550,East,2462,0
5106,10553,North,2543,22
5107,10554,East,2292,90
5108,10557,East,2333,44
5109,10558,East,2804,0
5110,10561,South,2363,22
5111,10562,North,2809,44
5112,10563,North,2281,22
5113,10566,North,2156,22
5114,10567,North,2376,90
5115,10568,South,2752,64
5116,10570,West,2221,32
5117,10574,East,2109,90
5118,10575,North,2903,32
5119,10577,East,1806,0
5120,10580,East,2603,64
5121,10581,East,2093,22
5122,10582,East,2745,32
5123,10583,East,2031,32
5124,10585,South,1794,22
5125,10587,East,2425,22
5126,10590,West,1663,0
5127,10592,North,2594,32
5128,10593,North,2382,32
5129,10594,South,2368,90
5130,10595,West,2394,22
5131,10596,South,2846,22
5132,10597,West,2466,64
5133,10598,East,2860,22
5134,10603,North,2338,44
5135,10604,North,1656,22
5136,10605,South,2424,22
5137,10608,East,1932,44
5138,10610,East,2548,90
5139,10612,East,1968,0
5140,10613,West,1842,32
5141,10619,West,2592,64
5142,10627,West,1848,32
5143,10628,South,1942,22
5144,10629,East,2123,32
5145,10630,South,1689,0
5146,10631,West,1926,22
5147,10633,North,2125,44
5148,10636,West,3053,22
5149,10638,South,1812,22
5150,10639,South,2335,32
5151,10640,South,2939,0
5152,10646,East,2557,32
5153,10647,East,2099,22
5154,10651,East,1882,44
5155,10653,East,1817,22
5156,10656,North,2677,90
5157,10658,West,2293,32
5158,10661,West,1706,22
5159,10669,East,1936,32
5160,10671,North,1906,22
5161,10672,South,2330,22
5162,10673,East,2333,64
5163,10676,West,2607,32
5164,10679,East,2387,44
5165,10680,North,2609,64
5166,10683,North,2683,22
5167,10685,West,2663,32
5168,10687,North,2347,32
5169,10689,North,2750,44
5170,10690,North,2923,32
5171,10692,West,2091,44
5172,10696,South,2659,64
5173,10697,South,2598,22
5174,10698,West,2253,32
5175,10700,East,1660,0
5176,10702,West,2909,32
5177,10712,South,2482,32
5178,10714,South,2757,22
5179,10716,West,1997,22
5180,10717,West,2419,64
5181,10718,West,2698,64
5182,10719,North,1960,44
5183,10720,West,2732,32
5184,10722,North,2259,0
5185,10723,North,1710,0
5186,10724,West,2904,32
5187,10725,West,1918,44
5188,10727,North,2909,44
5189,10729,South,2496,32
5190,10732,West,2238,44
5191,10738,North,2624,32
5192,10739,East,2651,64
5193,10740,South,1728,22
5194,10742,East,2449,32
5195,10743,North,2197,22
5196,10744,West,2596,0
5197,10745,South,2811,32
5198,10746,West,2335,44
5199,10747,East,2335,44
5200,10748,South,2475,22
5201,10749,West,1729,22
5202,10751,North,2079,44
5203,10752,West,2791,22
5204,10765,West,2171,32
5205,10768,South,1811,0
5206,10772,East,2008,22
5207,10773,East,2444,32
5208,10776,West,2304,64
5209,10777,West,2077,44
5210,10778,East,2524,0
5211,10781,South,2654,32
5212,10784,South,2353,44
5213,10786,West,2311,0
5214,10788,West,2576,64
5215,10793,North,2648,44
5216,10795,East,2208,22
5217,10796,West,1792,22
5218,10798,South,1732,22
5219,10799,East,2752,32
5220,10800,North,1673,22
5221,10804,East,2956,22
5222,10805,East,2828,32
5223,10807,East,2175,64
5224,10808,East,1764,32
5225,10809,West,3219,22
5226,10810,East,3108,22
5227,10812,South,3023,0
5228,10815,East,1594,22
5229,10816,North,1908,64
5230,10818,South,1746,22
5231,10819,East,2477,22
5232,10820,North,2668,22
5233,10821,North,2402,22
5234,10822,West,2131,44
5235,10824,South,2881,44
5236,10825,West,2399,64
5237,10826,West,3075,0
5238,10827,North,2435,22
5239,10831,South,1568,22
5240,10833,West,1973,44
5241,10834,North,1998,22
5242,10835,West,2368,32
5243,10839,West,1937,22
5244,10841,North,2056,22
5245,10845,South,2371,32
5246,10846,North,1789,0
5247,10848,East,2021,0
5248,10850,West,2554,90
5249,10851,East,2159,44
5250,10852,South,2709,22
5251,10853,North,2421,64
5252,10854,West,1804,32
5253,10856,West,2460,90
5254,10857,West,2040,22
5255,10858,West,2738,44
5256,10860,East,3079,22
5257,10861,North,2045,22
5258,10863,South,2866,64
5259,10865,North,2302,32
5260,10872,East,2820,22
5261,10873,North,2081,44
5262,10879,South,2523,32
5263,10881,South,2722,22
5264,10883,North,2960,32
5265,10886,South,1704,44
5266,10890,East,1758,32
5267,10894,South,2620,44
5268,10897,East,2044,32
5269,10898,West,1978,22
5270,10899,North,1878,32
5271,10902,North,2194,32
5272,10903,West,1918,22
5273,10904,East,2172,0
5274,10905,East,2633,22
5275,10906,East,1859,22
5276,10908,West,1908,22
5277,10910,North,2479,0
5278,10911,West,2116,64
5279,10913,East,2221,44
5280,10914,East,3051,32
5281,10915,East,2461,32
5282,10916,North,2095,64
5283,10919,East,2147,64
5284,10920,East,2425,44
5285,10923,North,1650,22
5286,10924,East,2100,0
5287,10925,South,2245,22
5288,10928,East,2710,90
5289,10929,West,2213,22
5290,10932,East,1988,22
5291,10934,North,2006,44
5292,10935,North,2448,32
5293,10936,North,2833,32
5294,10938,West,1509,0
5295,10939,East,1714,0
5296,10940,South,2402,44
5297,10941,North,2562,32
5298,10942,East,2502,22
5299,10943,West,2683,22
5300,10944,West,2547,32
5301,10946,West,1792,64
5302,10947,North,2650,22
5303,10949,West,1838,32
5304,10950,North,2783,22
5305,10951,South,2570,0
5306,10953,North,1699,0
5307,10954,North,2327,32
5308,10957,South,2812,64
5309,10958,East,2227,32
5310,10960,East,1758,64
5311,10962,North,2158,32
5312,10964,East,2241,32
5313,10966,West,1991,22
5314,10967,North,1926,0
5315,10968,North,2773,32
5316,10969,South,1977,44
5317,10970,West,2632,22
5318,10971,West,2793,44
5319,10974,West,2073,44
5320,10975,West,2437,32
5321,10979,East,2186,32
5322,10980,West,2440,32
5323,10982,West,1950,22
5324,10983,North,1717,0
5325,10985,West,1894,32
5326,10986,South,2719,44
5327,10990,West,2586,44
5328,10992,West,2114,22
5329,10993,South,2058,44
5330,10995,South,2994,64
5331,10998,East,2331,32
5332,11001,North,2349,44
5333,11002,West,2660,64
5334,11004,North,1948,44
5335,11009,East,2970,22
5336,11010,East,2273,64
5337,11011,South,2614,44
5338,11012,North,1844,32
5339,11013,East,3152,32
5340,11016,East,2626,22
5341,11017,West,2261,32
5342,11020,South,1902,44
5343,11021,East,2615,64
5344,11024,West,2271,44
5345,11026,East,2165,32
5346,11028,West,2235,44
5347,11029,South,2784,44
5348,11033,East,2763,64
5349,11035,North,2680,32
5350,11039,North,2702,44
5351,11040,North,2488,64
5352,11041,West,2671,64
5353,11051,West,2750,32
5354,11052,East,1961,22
5355,11059,East,2655,22
5356,11060,West,2971,32
5357,11061,South,2006,44
5358,11062,North,1737,22
5359,11066,South,2435,32
5360,11068,East,2735,32
5361,11070,West,2243,32
5362,11073,East,2220,64
5363,11074,West,1965,22
5364,11075,North,2028,32
5365,11077,North,2774,44
5366,11081,East,2085,0
5367,11082,North,2227,22
5368,11084,West,2531,22
5369,11085,South,1989,0
5370,11086,North,2616,32
5371,11090,West,2428,22
5372,11092,North,1488,32
5373,11093,South,2211,22
5374,11094,East,2278,22
5375,11095,East,2603,44
5376,11101,North,1756,22
5377,11102,North,2293,64
5378,11104,East,2092,0
5379,11105,West,2235,44
5380,11106,West,1864,22
5381,11107,North,2448,22
5382,11109,East,2750,44
5383,11110,North,2464,32
5384,11115,West,2626,32
5385,11117,West,2328,44
5386,11118,North,2596,22
5387,11119,South,2538,44
5388,11120,West,2267,32
5389,11122,East,2390,44
5390,11127,North,2183,32
5391,11128,West,2024,64
5392,11129,South,2086,44
5393,11133,North,2120,32
5394,11136,South,2571,64
5395,11138,East,1975,32
5396,11139,North,1709,22
5397,11140,North,2636,32
5398,11141,East,2803,0
5399,11143,North,1928,32
5400,11145,East,2394,44
5401,11151,South,1889,32
5402,11152,West,2123,32
5403,11154,South,2501,22
5404,11155,North,2434,32
5405,11156,North,2534,32
5406,11159,East,2337,32
5407,11161,West,2617,90
5408,11162,South,2788,44
5409,11166,South,2561,64
5410,11168,North,2563,44
5411,11169,West,2197,0
5412,11170,South,1798,32
5413,11177,North,2269,22
5414,11178,West,1832,32
5415,11181,North,2067,22
5416,11182,East,2730,64
5417,11183,West,2221,32
5418,11185,North,2516,22
5419,11186,South,2229,32
5420,11187,West,2101,22
5421,11189,North,1946,22
5422,11190,West,1825,32
5423,11191,West,2467,44
5424,11194,North,2538,22
5425,11197,North,1888,22
5426,11198,West,2108,32
5427,11200,West,1883,44
5428,11202,South,2086,22
5429,11203,North,3074,22
5430,11205,West,2177,64
5431,11207,West,1923,64
5432,11208,South,2084,64
5433,11210,West,2294,44
5434,11211,South,1780,0
5435,11212,South,2822,0
5436,11214,North,2608,64
5437,11218,North,1916,22
5438,11220,North,1940,44
5439,11222,East,2517,64
5440,11224,West,2525,64
5441,11228,South,1857,64
5442,11229,East,1968,44
5443,11230,West,1871,32
5444,11232,West,1775,22
5445,11235,North,1813,22
5446,11241,East,2488,32
5447,11252,North,2834,0
5448,11254,West,2403,64
5449,11255,East,2649,22
5450,11260,West,2869,32
5451,11261,South,2587,32
5452,11262,South,3048,22
5453,11264,North,1879,32
5454,11265,West,3007,32
5455,11266,South,2153,64
5456,11267,West,2263,22
5457,11270,South,1843,0
5458,11271,North,2867,44
5459,11272,South,1637,22
5460,11273,North,1902,44
5461,11278,West,2765,22
5462,11279,North,1756,22
5463,11280,North,2690,64
5464,11282,East,2489,32
5465,11283,West,2528,32
5466,11285,West,2879,32
5467,11287,South,2271,22
5468,11288,West,2284,44
5469,11290,South,2549,44
5470,11291,West,2548,32
5471,11294,East,1984,22
5472,11298,East,2324,32
5473,11299,East,2212,44
5474,11306,South,2598,32
5475,11307,West,1911,22
5476,11310,West,2702,22
5477,11312,South,3016,44
5478,11313,East,1667,22
5479,11317,West,2433,22
5480,11318,South,2232,0
5481,11319,South,1648,32
5482,11324,North,2501,22
5483,11325,North,2126,22
5484,11326,East,2464,64
5485,11329,West,1900,22
5486,11330,North,2511,32
5487,11332,North,1789,32
5488,11334,West,1903,0
5489,11338,South,2486,22
5490,11340,East,2915,44
5491,11342,North,1864,22
5492,11345,East,2638,32
5493,11347,South,2434,22
5494,11350,West,2149,32
5495,11352,West,2429,44
5496,11357,West,2466,64
5497,11359,West,1972,32
5498,11362,East,2853,44
5499,11364,West,1931,32
5500,11366,West,1928,44
5501,11367,West,1732,22
5502,11373,East,2068,32
5503,11375,South,1735,44
5504,11376,East,2582,22
5505,11377,West,2921,22
5506,11382,East,2177,64
5507,11383,East,2793,22
5508,11384,West,2070,32
5509,11386,West,2252,64
5510,11387,South,2743,22
5511,11389,North,3235,32
5512,11392,North,2303,44
5513,11393,North,2788,44
5514,11399,West,1979,0
5515,11404,North,2433,32
5516,11405,West,3177,22
5517,11406,South,3026,32
5518,11407,East,2425,32
5519,11409,West,2563,32
5520,11410,East,2063,32
5521,11415,North,2564,0
5522,11418,South,1637,22
5523,11419,East,2012,22
5524,11421,North,2431,32
5525,11422,South,2485,32
5526,11423,North,2687,22
5527,11425,South,1864,32
5528,11426,North,2766,22
5529,11427,West,2772,22
5530,11428,North,2839,22
5531,11432,North,2251,64
5532,11436,West,1677,44
5533,11442,East,2114,22
5534,11444,West,2480,64
5535,11445,East,2040,0
5536,11451,North,2669,64
5537,11455,West,1735,22
5538,11457,North,1589,32
5539,11458,North,2419,32
5540,11459,South,2363,32
5541,11460,North,2778,64
5542,11461,South,2391,32
5543,11463,North,2428,32
5544,11469,South,1921,22
5545,11470,South,2624,64
5546,11473,North,2672,32
5547,11475,West,1962,32
5548,11477,South,2176,64
5549,11479,South,2501,44
5550,11482,North,2750,44
5551,11483,South,2002,44
5552,11484,South,2106,22
5553,11486,North,1845,32
5554,11489,East,2803,32
5555,11491,North,2863,22
5556,11494,South,2053,90
5557,11495,West,1774,32
5558,11496,North,1933,22
5559,11497,North,2349,44
5560,11498,East,2717,64
5561,11500,East,1743,22
5562,11513,North,2461,32
5563,11514,North,1633,22
5564,11516,West,2513,22
5565,11518,East,2399,64
5566,11519,East,2697,64
5567,11520,West,1573,32
5568,11526,West,2881,44
5569,11528,East,2244,64
5570,11530,North,2198,22
5571,11538,South,2960,32
5572,11540,West,2416,32
5573,11541,North,2080,44
5574,11543,North,1875,22
5575,11544,North,2413,22
5576,11545,North,2027,32
5577,11546,North,2814,22
5578,11551,West,2560,44
5579,11552,North,1818,32
5580,11557,North,1852,32
5581,11558,North,2377,64
5582,11561,West,1970,22
5583,11562,South,2175,22
5584,11563,West,2482,44
5585,11565,North,1929,32
5586,11568,North,1740,32
5587,11569,North,1714,0
5588,11575,South,2545,44
5589,11576,West,2046,44
5590,11578,East,2266,90
5591,11580,North,2021,44
5592,11581,East,2591,44
5593,11582,East,2675,32
5594,11584,South,2250,22
5595,11585,East,1999,44
5596,11586,North,2777,44
5597,11589,East,2872,64
5598,11592,West,1975,32
5599,11593,North,2805,22
5600,11600,East,1859,22
5601,11601,West,2277,32
5602,11602,East,2633,44
5603,11605,West,1835,32
5604,11606,East,1929,44
5605,11607,North,1823,64
5606,11609,West,2322,22
5607,11610,North,2810,32
5608,11614,South,2499,22
5609,11618,North,2969,32
5610,11620,North,2113,22
5611,11624,East,2751,44
5612,11625,South,2369,32
5613,11626,East,2523,44
5614,11627,West,2123,64
5615,11628,South,2378,22
5616,11632,South,2284,44
5617,11633,West,1904,64
5618,11635,East,1833,22
5619,11638,West,1907,64
5620,11639,North,1997,64
5621,11641,North,2286,44
5622,11642,North,2110,22
5623,11643,North,1578,32
5624,11644,North,1827,0
5625,11645,South,2085,32
5626,11647,East,2160,32
5627,11648,East,2464,32
5628,11649,East,2006,22
5629,11651,East,1924,44
5630,11652,East,2383,32
5631,11653,North,1675,22
5632,11654,North,2389,22
5633,11655,West,2100,32
5634,11656,North,2816,22
5635,11657,North,2458,22
5636,11658,North,2764,32
5637,11659,East,2321,32
5638,11661,South,3065,22
5639,11662,East,2189,32
5640,11665,South,2883,22
5641,11667,North,1922,32
5642,11669,West,1770,0
5643,11673,South,3155,32
5644,11674,South,2375,32
5645,11677,East,2157,22
5646,11678,North,1897,44
5647,11680,East,2304,90
5648,11681,East,1850,22
5649,11687,West,2142,22
5650,11691,North,2734,32
5651,11692,North,1692,44
5652,11693,West,2917,32
5653,11694,North,1726,32
5654,11695,East,2499,22
5655,11701,South,1830,32
5656,11702,North,2691,32
5657,11703,North,2086,44
5658,11704,North,2729,64
5659,11705,West,1695,0
5660,11706,East,3002,22
5661,11708,North,1788,44
5662,11709,North,2423,44
5663,11711,North,2133,22
5664,11713,North,1819,64
5665,11714,West,2467,32
5666,11716,South,2862,32
5667,11718,North,2543,22
5668,11721,South,2340,64
5669,11734,East,2051,32
5670,11735,West,2201,64
5671,11736,North,1772,22
5672,11740,West,2230,44
5673,11744,North,2845,22
5674,11745,East,2549,0
5675,11746,West,3000,22
5676,11747,East,2186,64
5677,11749,West,2496,32
5678,11751,West,2540,32
5679,11752,North,2550,64
5680,11753,East,1756,32
5681,11758,South,2093,22
5682,11761,East,2151,22
5683,11762,West,1846,32
5684,11763,South,2779,22
5685,11764,South,2774,22
5686,11765,East,2575,32
5687,11766,North,2115,22
5688,11770,East,2240,32
5689,11773,South,2537,44
5690,11775,West,2055,44
5691,11776,West,2167,64
5692,11779,South,2934,22
5693,11780,East,2295,44
5694,11782,South,1794,0
5695,11785,East,2098,22
5696,11787,West,2073,32
5697,11789,West,2263,22
5698,11793,North,2270,44
5699,11794,East,1537,0
5700,11795,South,2448,32
5701,11796,East,2437,32
5702,11799,East,2786,22
5703,11800,North,1740,22
5704,11801,North,2110,22
5705,11809,South,2416,22
5706,11811,North,2549,64
5707,11814,West,1692,32
5708,11816,South,1783,0
5709,11817,West,2198,90
5710,11818,East,2480,32
5711,11820,North,2330,32
5712,11822,East,2393,22
5713,11823,East,2767,22
5714,11824,North,2594,44
5715,11825,South,2514,32
5716,11826,South,1797,32
5717,11828,East,1989,22
5718,11831,North,2820,64
5719,11832,South,3077,22
5720,11834,North,1663,0
5721,11837,West,1826,22
5722,11839,East,2218,44
5723,11843,North,2231,44
5724,11847,West,1431,0
5725,11851,East,2614,22
5726,11855,North,2944,32
5727,11856,South,2875,44
5728,11857,West,2174,64
5729,11858,West,2444,22
5730,11859,South,2089,22
